b'#India doesn\\u2019t want another Gujarat 2002.\\nStop #DelhiViolence #DelhiPolice act like a public servant and arrest tho\\u2026 https://t.co/fz4f2aesD3',b'1232037994053369859',b'Bhavna GV',b'gorabhavna',b'World Citizen',"b'Producer- @ilmmovie | Associate Producer- @mantrathemovie | Co-Producer- @MaadathyTheFilm |Entrepreneur|Philanthropist|Writer- Maiya, Vittil'",b'866',b'289',b'17',b'4102',b'3366',b'False',b'False',b'False',b'False',b'2010-08-18 13:57:31'
b'\\u0930\\u093e\\u0924 \\u0915\\u0947 1:30 \\u092c\\u091c\\u0947 \\u0927\\u093e\\u0930\\u093e 144 \\u0932\\u0917\\u0928\\u0947 \\u0915\\u0947 \\u092c\\u093e\\u0935\\u091c\\u0942\\u0926 \\u0907\\u0924\\u0928\\u0947 \\u0938\\u093e\\u0930\\u0947 \\u0932\\u094b\\u0917 \\u0928\\u093e\\u0930\\u0947 \\u0932\\u0917\\u093e\\u0924\\u0947 \\u0939\\u0941\\u090f \\u092e\\u094c\\u091c\\u092a\\u0941\\u0930 \\u091a\\u094c\\u0915 \\u092a\\u0930 \\u0915\\u094d\\u092f\\u093e \\u0915\\u0930 \\u0930\\u0939\\u0947 \\u0939\\u0948\\u0902.???\\u2026 https://t.co/LQZ3XSpAXc',b'1232033840354426883',b'Sajid Qureshi AAP',b'SajidAAP1',b'\\u092d\\u093e\\u0930\\u0924',"b'\\u0938\\u092c \\u0907\\u0902\\u0938\\u093e\\u0928 \\u092c\\u0930\\u093e\\u092c\\u0930 \\u0939\\u0948, \\u091a\\u093e\\u0939\\u0947 \\u0935\\u094b \\u0915\\u093f\\u0938\\u0940 \\u0927\\u0930\\u094d\\u092e \\u092f\\u093e \\u091c\\u093e\\u0924\\u093f \\u0915\\u0947 \\u0939\\u094b\\u0902\\u0964 \\u0939\\u092e\\u0947\\u0902 \\u0910\\u0938\\u093e \\u092d\\u093e\\u0930\\u0924 \\u092c\\u0928\\u093e\\u0928\\u093e \\u0939\\u0948 \\u091c\\u0939\\u093e\\u0901 \\u0938\\u092d\\u0940 \\u0927\\u0930\\u094d\\u092e \\u0914\\u0930 \\u091c\\u093e\\u0924\\u093f \\u0915\\u0947 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u092e\\u0947 \\u092d\\u093e\\u0908\\u091a\\u093e\\u0930\\u093e \\u0914\\u0930 \\u092e\\u094b\\u0939\\u092c\\u094d\\u092c\\u0924 \\u0939\\u094b\\u0964 \\u0928 \\u0915\\u093f \\u0928\\u092b\\u0930\\u0924 \\u0914\\u0930 \\u092c\\u0948\\u0930 \\u0939\\u094b\\u0964'",b'232',b'357',b'0',b'2512',b'15557',b'False',b'False',b'True',b'False',b'2019-01-24 17:14:10'
b'Scary night in East Delhi &amp; other areas. Goons have unloaded trucks with stones. Please pray for Delhi! \\U0001f494\\U0001f62d\\u2026 https://t.co/BbSVhmFFnc',b'1232033826915917826',b'Ch Hamza',b'CH_HAMZA_CH',"b'Gojra, Pakistan'",b'||Muslim\\u2764||Pakistani\\u270c||Physicist\\U0001f60d||Kashmir will become Pakistan (Inshallah)\\U0001f1f5\\U0001f1f0||RTs are not an endorsement\\U0001f607||Social media activist\\U0001f448||',b'11013',b'9710',b'3',b'6260',b'8147',b'False',b'False',b'True',b'False',b'2019-03-22 22:37:20'
b'\\u092f\\u0926\\u093e \\u092f\\u0926\\u093e \\u0939\\u093f \\u0927\\u0930\\u094d\\u092e\\u0938\\u094d\\u092f \\u0917\\u094d\\u0932\\u093e\\u0928\\u093f\\u0930\\u094d\\u092d\\u0935\\u0924\\u093f \\u092d\\u093e\\u0930\\u0924\\u0964\\n \\u0905\\u092d\\u094d\\u092f\\u0941\\u0924\\u094d\\u0925\\u093e\\u0928\\u092e\\u0927\\u0930\\u094d\\u092e\\u0938\\u094d\\u092f \\u0924\\u0926\\u093e\\u0924\\u094d\\u092e\\u093e\\u0928\\u0902 \\u0938\\u0943\\u091c\\u093e\\u092e\\u094d\\u092f\\u0939\\u092e\\u094d\\u200c\\u0965\\n\\n\\u092a\\u0930\\u093f\\u0924\\u094d\\u0930\\u093e\\u0923\\u093e\\u092f \\u0938\\u093e\\u0927\\u0942\\u0928\\u093e\\u0902 \\u0935\\u093f\\u0928\\u093e\\u0936\\u093e\\u092f \\u091a \\u0926\\u0941\\u0937\\u094d\\u2026 https://t.co/kcD2eNFUlS',b'1232033818724331520',b'Atul Anand\\U0001f1ee\\U0001f1f3',b'ImAtul_26',"b'Bihar, India'","b""|| '\\u090f\\u0915 \\u092d\\u093e\\u0930\\u0924 \\u0936\\u094d\\u0930\\u0947\\u0937\\u094d\\u0920 \\u092d\\u093e\\u0930\\u0924' || \\n#JaiHind\\U0001f1ee\\U0001f1f3\\U0001f64f""",b'21',b'654',b'0',b'232',b'5109',b'False',b'False',b'True',b'False',b'2016-09-02 03:33:32'
b'Looks like a cold world war 3 is going on in #India. One of the most powerful person of the world is currently in I\\u2026 https://t.co/ot8coFc7ul',b'1232033792103211008',b'Kanish Thakur',b'iamkt_10',b'',b'trying to hustle everyday.',b'18',b'66',b'0',b'206',b'2864',b'False',b'False',b'True',b'False',b'2015-10-20 19:27:57'
"b'Police brutality in the city where  @realDonaldTrump is  visiting, shame! @nytimes should have an article . Minorit\\u2026 https://t.co/qmhkM8GBX9'",b'1232033788336754690',b'Human rights',b'Stockoption_Edu',b'',b'',b'139',b'103',b'2',b'1870',b'1971',b'False',b'False',b'True',b'False',b'2018-01-14 17:52:46'
"b'\\u0907\\u0938\\u0947 \\u092a\\u0922\\u093c\\u093f\\u092f\\u0947, \\u0915\\u0941\\u091b \\u092f\\u093e\\u0926 \\u0906\\u092f\\u093e....\\u092f\\u0947 \\u0939\\u0940 #GujaratModel \\u0939\\u0948, \\u091c\\u094b \\u0905\\u092c #DelhiPolice \\u0938\\u0947 \\u0932\\u093e\\u0917\\u0942 \\u0915\\u0930\\u0935\\u093e\\u092f\\u093e \\u091c\\u093e \\u0930\\u0939\\u093e \\u0939\\u0948...\\u0924\\u092c \\u0917\\u0941\\u091c\\u0930\\u093e\\u0924 \\u091c\\u0932\\u093e \\u0915\\u0930 \\u0938\\u2026 https://t.co/EVHz4gR2qf'",b'1232033775133040640',b'\\u092e\\u092f\\u0902\\u0915 \\u0932\\u0916\\u0928\\u0935\\u0940',b'_MayankSaxena',"b'Mumbai, India'","b'Wrote #KGFHindi Dialogues, Film Writer/Lyricist/Poet/Musician, Founder @TheBannedindia ..Chronic Activist at Anti Citizenship Amendment Bill and NRC Movement'",b'1271',b'325',b'3',b'15597',b'1602',b'False',b'False',b'False',b'False',b'2015-07-06 16:54:39'
"b'""Lgga Aag Lgga...""\\nAnother clip. Some ground reality shared by a #Delhi friend.\\n#DelhiPolice #DelhiBurning\\u2026 https://t.co/LVYIj2YE2s'",b'1232033768757657603',b'\\u0627\\u0641\\u0634\\u0627\\u06ba \\u0645\\u0635\\u0639\\u0628',b'AfshanMasab',b'\\u062a\\u0642\\u0631\\u06cc\\u0628\\u0627\\u064b \\u0644\\u0627\\u06c1\\u0648\\u0631',"b'Perfectly imperfect, beautiful in my flaws. Only tyrant I accept in this world is the still small voice within me. Introvert. \\u2712\\U0001f50d\\U0001f4f2\\U0001f3bc\\U0001f4bb\\U0001f4da\\u2615\\U0001f4f0\\U0001f485\\U0001f3fd'",b'101640',b'85',b'133',b'299483',b'89462',b'False',b'False',b'False',b'False',b'2012-03-02 13:36:41'
b'These are goons in uniform\\U0001f621\\U0001f621They All are injured but goons in uniform asking them to chant bands Marram &amp;to sing Na\\u2026 https://t.co/yZWq1KVg1r',b'1232033762461900800',b'Llpshaquib Imran',b'LlpshaquibI',b'',"b""BIGG FAN ASIM \\nI'm real and I'm just a boy,standing in front of the world, asking you to follow me""",b'858',b'2679',b'0',b'470',b'3673',b'False',b'False',b'True',b'False',b'2019-11-05 14:39:01'
b'@ashish_gulgulia @sameepkapoor @itariq_anwar @FascismDisabler @DeadZedb @DelhiPolice Ram Rahim supporter got gun sh\\u2026 https://t.co/x2zk59Qt23',b'1232033749296189442',b'Naveen Singh \\U0001f1ee\\U0001f1f3',b'Naveensingh__',"b'Bhilai, India'","b'Hindu \\U0001f549\\ufe0f ll Hindu Rashtra \\U0001f6a9 ll Secularism is a One way street, You give, they take, you die.'",b'14',b'36',b'0',b'69',b'31',b'False',b'False',b'False',b'False',b'2016-03-22 07:14:13'
"b'\\u0926\\u0947\\u0916 \\u0932\\u0947\\u0928\\u093e \\u0906\\u091c \\u091c\\u093f\\u0924\\u0928\\u0947 \\u092d\\u0940 \\u092a\\u093e\\u0930\\u094d\\u091f\\u0940 \\u0915\\u0947 \\u0932\\u094b\\u0917 \\u0939\\u0948 \\u091c\\u094b \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u0905\\u092e\\u093f\\u0924 \\u0936\\u093e\\u0939 \\u0914\\u0930 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u094b \\u0918\\u0947\\u0930 \\u0930\\u0939\\u0947 \\u0939\\u0948\\n\\u0915\\u0932 \\u091c\\u092c @AmitShah ,\\u2026 https://t.co/KcX0nTpUaG'",b'1232033744904753152',b'\\u092a\\u094d\\u0930\\u0935\\u0940\\u0923 \\u0935\\u0930\\u094d\\u092e\\u093e',b'PravinVerma182',"b'Nagpur, India'","b'\\U0001f6a9 \\u091c\\u092f \\u0936\\u094d\\u0930\\u0940 \\u0930\\u093e\\u092e\\U0001f6a9 \\u0935\\u0928\\u094d\\u0926\\u0947 \\u092e\\u093e\\u0924\\u0930\\u092e\\u094d, \\u091c\\u092f \\u0939\\u093f\\u0928\\u094d\\u0926, \\n\\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930 \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u0940 \\u0939\\u093f\\u0902\\u0926\\u0940 \\u0939\\u0948 \\u0939\\u092e \\u0935\\u0924\\u0928 \\u0939\\u0948 \\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0939\\u092e\\u093e\\u0930\\u093e \\U0001f64f'",b'328',b'341',b'0',b'13751',b'21042',b'False',b'False',b'True',b'False',b'2019-06-10 14:47:47'
"b'@AmitShah \\u0936\\u0930\\u094d\\u092e \\u0915\\u0930\\u094b, \\u0907\\u0938\\u094d\\u0924\\u0940\\u092b\\u093e \\u0926\\u094b\\u0964\\n\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u091c\\u0932 \\u0930\\u0939\\u0940 \\u0939\\u0948, \\u0914\\u0930 \\u0924\\u0941\\u092e \\u091a\\u0948\\u0928 \\u0938\\u0947 \\u0938\\u094b \\u0930\\u0939\\u0947 \\u0939\\u094b\\u0964\\n#DelhiPolice https://t.co/eGE2XHEAKJ'",b'1232033693113257984',b'Manoj Kumar',b'Msingh1288',b'\\u0938\\u0902\\u0938\\u0926 \\u092d\\u0935\\u0928',"b'\\u0936\\u093f\\u0915\\u094d\\u0937\\u093f\\u0924 \\u092c\\u0928\\u094b\\u0964\\n\\u091c\\u092f \\u092d\\u0940\\u092e \\u091c\\u092f \\u092d\\u093e\\u0930\\u0924 \\u091c\\u092f \\u0938\\u0902\\u0935\\u093f\\u0927\\u093e\\u0928 \\u0964 \\n\\u0938\\u092c\\u0915\\u0947 \\u092c\\u093e\\u092a, \\u092c\\u093e\\u092c\\u093e \\u0938\\u093e\\u0939\\u092c\\u0964 #Ambedkarite'",b'1591',b'1703',b'5',b'18343',b'54956',b'False',b'False',b'True',b'False',b'2014-03-02 11:54:52'
b'@FascismDisabler @DelhiPolice Chup raho besharamo .. Tum logo ka na din na Dharam.. Na IMAAN na sharam.. Kahate hai\\u2026 https://t.co/Rr3i9YPgdN',b'1232033658279776261',b'United India',b'ssbc2020',b'Kuwait ',"b""India will be n always First for me! Won't allow some stupid coward selfish elements to rotten or disrespect  my motherland.. Indians  be united!!!!!!""",b'79',b'198',b'0',b'9761',b'10287',b'False',b'False',b'True',b'False',b'2018-03-19 04:22:10'
"b'@GautamGambhir @DelhiPolice Hello sir, try too open ur eyes... The personalities who creat this well planned violen\\u2026 https://t.co/dRnRlmTGW7'",b'1232033633378164736',b'S A I F',b'mallick_saif',b'Kolkata',b'\\U0001f595',b'23',b'201',b'0',b'865',b'2',b'False',b'False',b'True',b'False',b'2012-10-03 03:20:15'
"b'Delhi \\u092e\\u0947\\u0902 \\u092d\\u0921\\u093c\\u0915\\u0940 \\u0939\\u093f\\u0902\\u0938\\u093e, \\u092a\\u0941\\u0932\\u093f\\u0938\\u0915\\u0930\\u094d\\u092e\\u0940 \\u0938\\u0939\\u093f\\u0924 4 \\u0915\\u0940 \\u092e\\u094c\\u0924, \\u0918\\u091f\\u0928\\u093e \\u0915\\u0947 \\u0935\\u093f\\u0930\\u094b\\u0927 \\u092e\\u0947\\u0902 Mumbai \\u092e\\u0947\\u0902 \\u0926\\u0947\\u0930 \\u0930\\u093e\\u0924 \\u091c\\u0941\\u091f\\u0947 \\u0932\\u094b\\u0917\\u2026 https://t.co/GNR5Sf6v6k'",b'1232033630483992576',b'NaiDunia',b'Nai_Dunia',b'Indore',"b""NaiDunia is a Hindi Newspaper, a publication of Jagran Prakashan Ltd.- India's leading media and communications group.""",b'22086',b'1562',b'133',b'63451',b'80',b'False',b'False',b'True',b'False',b'2013-10-30 08:53:08'
b'#DelhiBurning and @ArvindKejriwal @msisodia @LtGovDelhi  are busy peace keeping work on Twitter\\n#DelhiPolice DYSP s\\u2026 https://t.co/zEXWy6WLp5',b'1232033592185769984',b'talha',b'talhakp90',b'india',"b'Writer, thinker, lawyer,\\nresearcher @CERA BENGALURU\\nRT is not endorsement\\n\\u0c95\\u0ca8\\u0ccd\\u0ca8\\u0ca1\\u0cbf\\u0c97'",b'525',b'855',b'3',b'10713',b'4852',b'False',b'False',b'True',b'False',b'2015-11-24 14:18:37'
"b""Dear all this is all well planned. We've guest at our home. Trust Delhi Police. Please don't do something in hatred\\u2026 https://t.co/pTo8hhCGiW""",b'1232033586502463488',b'RuckDaFulz',b'ruckdafulz01',b'India',"b'Aquarian... Vinod Rai, Khemka, Trying 2 b #Unbiased politically ,Jack of all trades mastr of none , Music, Sports, Movies, Current Affairs,Callous Creature  ..'",b'164',b'2180',b'3',b'8100',b'3080',b'False',b'False',b'False',b'False',b'2010-01-07 09:46:21'
b'@FascismDisabler @Ojasism @DelhiPolice \\u2764\\ufe0f #DelhiPolice',b'1232033560543936512',b'Thor : The Hammer man (\\u0b39\\u0b3e\\u0b24\\u0b41\\u0b21\\u0b3c\\u0b40 \\u0b35\\u0b3e\\u0b32\\u0b3e) \\u2741',b'ThorTheHammerm1',b'',b'Love Jane Foster \\U0001f498 Ex-Atheist .Right. Inactive',b'25',b'242',b'0',b'232',b'2250',b'False',b'False',b'True',b'False',b'2020-02-01 08:46:59'
"b'I urge, #BoycottViolence\\n\\n#DelhiPolice #DelhiBurning #DelhiViolence'",b'1232033517703438343',b'Rishu Anand Mridula',b'RishuAnand',b'Himalayas',b'#Writer | #\\u0932\\u0947\\u0916\\u0915 | #\\u0645\\u0635\\u0646\\u0641 | #\\u09b2\\u09c7\\u0996\\u0995',b'280',b'93',b'5',b'2457',b'253',b'False',b'False',b'False',b'False',b'2009-09-18 18:46:14'
"b""Reality of @DelhiPolice, they're now openly acting like fascists, shame on them. #ArrestKapilMishra\\u2026 https://t.co/Jvnlnk0WOX""",b'1232033505162428416',b'Qamar Sheikh Ahsan',b'BeingQSAtweets',b'West U.P-India',"b""CEO- India Plywood Ltd\\n\\nListen Saffron Goons &Troll Terrorists,I'm not a Self-Claimed or Fake Nationalist lyk U all. I'm a True nationalist coz i luv my INDIA\\U0001f44d""",b'226',b'2051',b'3',b'7349',b'11227',b'False',b'False',b'True',b'False',b'2014-04-28 20:43:11'
"b'@jigneshmevani80 \\u0928\\u093e\\u0917 \\u092c\\u093f\\u0932 \\u0938\\u0947 \\u0928\\u093f\\u0915\\u0932\\u093e \\u0939\\u0948 \\u0964 \\u0924\\u0947\\u0930\\u0947 \\u0905\\u092c\\u094d\\u092c\\u093e \\u0917\\u0948\\u0902\\u0917 \\u0928\\u0947 \\u0932\\u0917\\u093e\\u0908  \\u0939\\u0948 \\u0906\\u0917 \\u0928 \\u0924\\u0941\\u092e \\u0938\\u092e\\u091d\\u0947 \\u0928 \\u0938\\u092e\\u091d \\u092a\\u093e\\u092f\\u093e \\u0938\\u0902\\u0938\\u093e\\u0930 , \\u0905\\u092c\\u094d\\u092c\\u093e \\u0917\\u0948\\u0902\\u0917 \\u0928\\u0947 \\u0932\\u2026 https://t.co/xvJgzhkqOc'",b'1232033499554570240',b'santosh shah',b'santoshdshah',"b'Gujarat, India'",b'\\u0926\\u0947\\u0936 \\u0938\\u0947\\u0935\\u093e \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u0940',b'4',b'50',b'0',b'251',b'232',b'False',b'False',b'True',b'False',b'2012-08-05 08:22:26'
b'\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\u092c\\u093f\\u091c\\u0932\\u0940 \\u092a\\u093e\\u0928\\u0940 \\u0915\\u0947 \\u0938\\u093e\\u0925 \\u0939\\u0940 \\u0906\\u0924\\u0902\\u0915 \\u092d\\u0940 \\u092b\\u094d\\u0930\\u0940 \\u092e\\u0947\\u0902 \\u092e\\u093f\\u0932 \\u0930\\u0939\\u093e \\u0939\\u0948\\u0964 \\u092e\\u0941\\u092c\\u093e\\u0930\\u0915 \\u0939\\u094b \\n#DelhiViolence \\n#DelhiPolice\\u2026 https://t.co/yl3nfSTZ7d',b'1232033466948018176',b'Durgesh Savarna \\U0001f1ee\\U0001f1f3',b'Imdurgesh3',b'\\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928',b'Hindu Nationalist | Nation First | Proud Hindu | Socio-Political Activist | Right-wing | Tweets = Personal | Likes & RT \\u2260 Endorsement.',b'1181',b'1081',b'0',b'2979',b'18724',b'False',b'False',b'True',b'False',b'2019-03-23 13:59:03'
b'#IndiaAgainstCAA_NPR_NRC #DelhiPolice #DelhiBurning #DelhiCAAClashes #MumbaiWithDelhi #Delhi_Riot #delhivoilence\\u2026 https://t.co/OBTBNaMKUY',b'1232033455325818887',b'Shaikh Ariba',b'ShaikhAriba1',b'',b'\\u266a \\u2665 \\u266c \\u2661',b'4',b'45',b'0',b'68',b'57',b'False',b'False',b'True',b'False',b'2019-10-11 09:16:53'
b'@ArvindKejriwal \\u0915\\u0941\\u091b \\u092c\\u094b\\u0932\\u093f\\u090f \\u0964 \\u0936\\u0939\\u0930 \\u0906\\u092a\\u0915\\u093e \\u0939\\u0948\\u0964 \\u092e\\u0941\\u0916\\u094d\\u092f\\u092e\\u0902\\u0924\\u094d\\u0930\\u0940 \\u0906\\u092a \\u0939\\u0948\\u0902\\u0964 \\u0918\\u091f\\u093f\\u092f\\u093e \\u0938\\u093f\\u092f\\u093e\\u0938\\u0924 \\u0915\\u0947 \\u091a\\u0932\\u0924\\u0947 \\u0915\\u092c \\u0924\\u0915 \\u0916\\u093e\\u092e\\u094b\\u0936 \\u0930\\u0939\\u0947\\u0902\\u0917\\u0947 ? #DelhiPolice #DelhiBurning',b'1232033452096180229',b'Adnan Daud - \\u0905\\u0926\\u0928\\u093e\\u0928 \\u0926\\u093e\\u090a\\u0926 \\U0001f1ee\\U0001f1f3',b'Adnan__Daud',"b'Azamgarh, (UP) India'",b'Official Account Adnan Daud Azamgarh UP Member Off AiMiM Party Only Political Status Update',b'94',b'22',b'0',b'349',b'1602',b'False',b'False',b'True',b'False',b'2016-12-10 01:06:44'
"b'\\u092f\\u0939 \\u0939\\u0948 \\u0936\\u093e\\u0902\\u0924\\u093f\\u092a\\u094d\\u0930\\u093f\\u092f \\u0924\\u0930\\u0940\\u0915\\u0947 \\u0938\\u0947 \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928..., \\u0926\\u0947\\u0916\\u093f\\u090f \\u092d\\u093e\\u0908 \\u0906\\u092a \\u0932\\u094b\\u0917 \\u091c\\u094b \\u0915\\u0930 \\u0930\\u0939\\u0947 \\u0939\\u0948\\u0902, \\u0938\\u0939\\u0940 \\u092f\\u093e \\u0917\\u0932\\u0924, \\u0909\\u0938\\u0915\\u093e \\u092b\\u0932 \\u0906\\u092a\\u0915\\u094b \\u091c\\u0930\\u0942\\u0930 \\u092e\\u093f\\u0932\\u0947\\u0917\\u093e\\u0964 \\u0932\\u0947\\u0915\\u093f\\u0928\\u2026 https://t.co/2EQD5KjX2p'",b'1232033429446770688',b'\\u0928\\u0935\\u0940\\u0928 \\u092e\\u093f\\u0936\\u094d\\u0930\\u093e',b'itsNaveenRockkk',"b'New Delhi, India'","b'\\u0964 \\u091b\\u093e\\u0924\\u094d\\u0930,\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0935\\u093f\\u0936\\u094d\\u0935\\u0935\\u093f\\u0926\\u094d\\u092f\\u093e\\u0932\\u092f \\u0964 \\u092a\\u0930\\u094d\\u092f\\u093e\\u0935\\u0930\\u0923\\u0935\\u093f\\u0926\\u094d \\u0964  \\u092d\\u0942\\u0917\\u094b\\u0932\\u0935\\u0947\\u0924\\u094d\\u0924\\u093e \\u0964            \\u0938\\u0902\\u0917\\u0940\\u0924\\u0915\\u093e\\u0930 \\u0964 \\u0917\\u094b\\u0930\\u0916\\u092a\\u0941\\u0930\\u093f\\u092f\\u093e \\u0964'",b'34',b'164',b'0',b'58',b'836',b'False',b'False',b'True',b'False',b'2019-01-13 05:40:30'
b'Trump came for hand heating in cold and Modi gave him Burning Delhi.\\n#DelhiPolice\\n#DelhiBurning \\n#delhivoilence\\u2026 https://t.co/N24QmRxWEc',b'1232033412917137416',b'Awes Mohammed Khan',b'AwesMohammedKh2',"b'Doha, Qatar'","b'Islam, Realism, Philosophy, Literature, Writing.'",b'3',b'71',b'0',b'37',b'182',b'False',b'False',b'True',b'False',b'2018-02-23 11:17:41'
b'#DelhiPolice #Jafrabad #IslamicTerrorism #Islamic_terrorism #Radical_Islamic_Terrorism #RadicalIslamicTerrorism\\u2026 https://t.co/xDwrfn27fR',b'1232033398325051393',b'ashtro-nuts',b'piyush2study',"b'Mumbai, Maharashtra'",b'swachch bharat sundar bharat.\\nI believe in MAKE IN INDIA..\\njai Hind',b'57',b'609',b'0',b'163',b'1272',b'False',b'False',b'True',b'False',b'2014-11-17 12:55:49'
b'#IslamicTerrorism \\n#\\u0926\\u0947\\u0936_\\u0915\\u0947_\\u0917\\u0926\\u094d\\u0926\\u093e\\u0930\\u094b\\u0902_\\u0915\\u094b_\\u0917\\u094b\\u0932\\u0940_\\u092e\\u093e\\u0930\\u094b_\\u0938\\u093e\\u0932\\u094b\\u0902_\\u0915\\u094b \\nThe beautiful city of #Delhi is being burnt by Muslim ji\\u2026 https://t.co/HZxqgGpoxm',b'1232033375554129920',b'Dr Kuldip Solanki',b'DrKuldipSolanki',"b'\\u0930\\u093e\\u092f\\u092a\\u0941\\u0930, \\u092d\\u093e\\u0930\\u0924'",b'A Gastroenterologist but NATIONALIST first',b'86',b'66',b'0',b'254',b'211',b'False',b'False',b'True',b'False',b'2020-02-02 03:24:03'
b'@vikasbhaABP \\u0926\\u0902\\u0917\\u093e \\u0915\\u0930\\u094b \\u0924\\u0941\\u092e \\n\\u0938\\u0921\\u093c\\u0915\\u0947\\u0902 \\u091c\\u093e\\u092e \\u0915\\u0930\\u094b \\u0924\\u0941\\u092e \\n\\u092a\\u0924\\u094d\\u0925\\u0930\\u092c\\u093e\\u091c\\u0940 \\u0915\\u0930\\u094b \\u0924\\u0941\\u092e \\n\\u0917\\u094b\\u0932\\u0940 \\u091a\\u0932\\u093e\\u0913 \\u0924\\u0941\\u092e \\n\\u092a\\u0941\\u0932\\u093f\\u0938 \\u0915\\u094b \\u092e\\u093e\\u0930\\u094b \\u0924\\u0941\\u092e \\n\\u0906\\u0917 \\u0932\\u0917\\u093e\\u0913 \\u0924\\u0941\\u092e \\n\\u092c\\u2026 https://t.co/dc0Orjrsrt',b'1232033353303330816',b'Bihari Bhaiya',b'ritesh5992',"b'Bihar, India'",b'Acts like summer & walks like rain',b'76',b'204',b'0',b'906',b'9813',b'False',b'False',b'True',b'False',b'2013-05-19 03:57:36'
b'#DelhiBurning\\n#DelhiPolice \\n#DelhiViolence \\n#Delhi https://t.co/PKtsrRHcEO',b'1232033343199313920',b'Mo AdNaN',b'TaimooriAdnan',b'',b'INDIAN \\u2764',b'322',b'121',b'9',b'34222',b'60920',b'False',b'False',b'True',b'False',b'2014-10-20 14:38:24'
"b'\\u0905\\u0917\\u0930 #\\u0926\\u0902\\u0917\\u093e\\u0907\\u092f\\u094b\\u0902 \\u092a\\u0930 \\n\\u0924\\u0947\\u0930\\u093e #\\u091c\\u094b\\u0930 \\u0928\\u0939\\u0940 \\u0939\\u0947 \\u0924\\u094b \\n\\u0938\\u0941\\u0928 \\u090f #\\u0939\\u0941\\u0915\\u0942\\u092e\\u0924 \\u0939\\u092e \\u0924\\u0941\\u091d\\u0947 #\\u0928\\u093e\\u092e\\u0930\\u094d\\u0926 \\u0915\\u0947\\u0939\\u0924\\u0947 \\u0939\\u0947,\\n\\n#Savedehli\\n#DelhiPolice'",b'1232033308579487746',b'Muhammed',b'Muhamme7766992',"b'Gujarat, India'",b'Life is journey...',b'120',b'363',b'0',b'2209',b'2504',b'False',b'False',b'True',b'False',b'2017-11-26 13:08:47'
"b'These injured People are about to die, while #DelhiPolice is asking them to chant #JaiShriRam, Ram will be ashamed\\u2026 https://t.co/293xPD41SR'",b'1232033286278402048',b'The Wounded Kashmir',b'woundedKashmir',b'Indian Occupied  Kashmir ',b'Born and Raised Under The Barrel of A Gun In An Occupation || Pro #Kashmiri',b'1647',b'522',b'1',b'6760',b'14345',b'False',b'False',b'True',b'False',b'2018-11-07 21:35:17'
b'The enduring image for me today is the security personnel not budging an inch as a loaded gun went right up to his\\u2026 https://t.co/5dZ52nbVDt',b'1232033285221470208',b'Atma Jyoti',b'10032000AJ',b'\\u092d\\u093e\\u0930\\u0924',b'...............AJ................',b'130',b'245',b'0',b'43091',b'59214',b'False',b'False',b'False',b'False',b'2014-04-09 09:07:24'
b'#IndiaWelcomesTrumph PM Modi welcomes president Trump with the blood of Muslims. look at these horrific pictures of\\u2026 https://t.co/X1GdjRywfS',b'1232033276371623936',b'Salahuddin Salarzai',b'salahuddi2',b'Federally Administered Tribal',b'Journalist|Blogger| President Tribal Young Journalist Association TYJA',b'113',b'705',b'0',b'1644',b'75',b'False',b'False',b'False',b'False',b'2014-10-19 13:47:41'
