b'\\u201cI\\u2019m not Muslim but fuck the police\\u201d \\U0001f92f cause they don\\u2019t eat pork... ! @PDE_YOUNGNUDY',b'1232094443131559936',b'CARDO \\u24cb',b'RicardoAlan_',b'trap',"b'tx, #txst22'",b'541',b'252',b'4',b'2010',b'4050',b'False',b'False',b'True',b'False',b'2014-02-21 15:31:24'
b'Islamic teachings extend even to clearing an obstacle from a path. A true Muslim is expected to clear obstacles and\\u2026 https://t.co/jbpMhk43nZ',b'1232090356692537344',b'\\u0639\\u0627\\u064a\\u062f \\u0627\\u0644\\u0642\\u062d\\u0637\\u0627\\u0646\\u064a',b'aldm_alazraq',b'',b'\\u200f\\u200f\\u0634\\u062f \\u062d\\u064a\\u0644\\u0643 \\u0648\\u0627\\u062d\\u062a\\u0632\\u0645 \\u064a\\u0627\\u0644\\u0644\\u0647 \\u0645\\u0634\\u064a\\u0646\\u0627 ::: \\u0644\\u0627\\u062a\\u0642\\u0648\\u0644 \\u0648\\u0644\\u0627\\u062a\\u0632\\u064a\\u062f \\u0648\\u0644\\u0627\\u062a\\u0631\\u0627\\u0648\\u064a \\u066a\\u066a\\u066a\\u066a\\n\\n\\u064a\\u0627\\u062d\\u064a\\u0627\\u0636 \\u0627\\u0644\\u0645\\u0648\\u062a \\u0628\\u0627\\u0644\\u0644\\u0647 \\u0627\\u0639\\u062a\\u0632\\u064a\\u0646\\u0627 ::: \\n\\u0645\\u0627\\u0646\\u0647\\u0627\\u0628\\u0643 \\u062f\\u0627\\u0645 \\u0628\\u0627\\u0644\\u0644\\u0647 \\u0627\\u0644\\u0639\\u0632\\u0627\\u0648\\u064a',b'4128',b'4762',b'2',b'8428',b'170',b'False',b'False',b'True',b'False',b'2014-01-01 07:39:27'
b'A Muslim being talked to or to their group about something you know very well should pretend as if you do not know\\u2026 https://t.co/vJLXwOsvlW',b'1232090354578546688',b'\\u200f\\u200eAD3YA',b'_yarrb__',b'',b'',b'12',b'2',b'4',b'5023',b'50',b'False',b'False',b'True',b'False',b'2013-11-17 17:16:47'
b'Do not take a life but for a just cause. The killer is not a muslim.',b'1232090350593941505',b'\\u2728',b'Nawaf2060',b'',b'-\\u0622\\u0639\\u0634\\u0642 \\u0643\\u0631\\u0629 \\u0622\\u0644\\u0642\\u062f\\u0645 \\u0648\\u0627\\u0639\\u0634\\u0642 \\u0627\\u0644\\u0647\\u0644\\u0627\\u0644: \\u0648\\u0627\\u062d\\u0628 \\u0627\\u0644\\u0631\\u0642\\u0645(20)',b'169',b'461',b'3',b'2155',b'8',b'False',b'False',b'True',b'False',b'2012-09-04 19:23:50'
"b""It ain't about #AntiCAA. It ain't got nothing to do with #Protestors\\n\\nIt's the most decorated Anti-Muslim Pogrom..\\u2026 https://t.co/zyLwBvBlLA""",b'1232090343572570112',b'\\u2615 Abdy \\u0639\\u0628\\u062f\\u0649',b'ImAbdy',"b'Dubai, United Arab Emirates'",b'Marcom Practitioner | Brand Strategist | Human. My Profession is to influence the smartest Audience. And my Life is all about getting Influenced.',b'614',b'94',b'3',b'4303',b'2871',b'False',b'False',b'True',b'False',b'2015-10-31 23:26:14'
"b'A Muslim always wish for his brother what he wishes for himself. If you wish good for yourself, you should wish good for your brother too'",b'1232090340447997954',b'\\u0628\\u0643\\u0631 \\u0627\\u0644\\u0633\\u0631\\u062d\\u0627\\u0646',b'baker_as3000',b'\\u0627\\u0644\\u0627\\u0631\\u062f\\u0646\\\\\\u0627\\u0644\\u0645\\u0641\\u0631\\u0642\\\\\\u0645\\u063a\\u064a\\u0631 \\u0627\\u0644\\u0633\\u0631\\u062d\\u0627\\u0646',b'\\u200f\\u200f\\u200f\\u0633\\u0628\\u062d\\u0627\\u0646 \\u0627\\u0644\\u0644\\u0647 \\u0648\\u0628\\u062d\\u0645\\u062f\\u0647\\u0650 \\u0639\\u062f\\u062f \\u062e\\u0644\\u0642\\u0647\\u0650 \\u0648\\u0631\\u0636\\u0649 \\u0646\\u0641\\u0633\\u0647 \\u0648\\u0632\\u0646\\u0629 \\u0639\\u0631\\u0634\\u0647 \\u0648\\u0645\\u062f\\u0627\\u062f \\u0643\\u0644\\u0645\\u0627\\u062a\\u0647 .                                    \\u0632\\u0648\\u0631 \\u0627\\u0644\\u0645\\u0641\\u0636\\u0644\\u0647 \\u0644\\u0639\\u0644\\u0647\\u0627 \\u062a\\u0639\\u062c\\u0628\\u0643 .',b'31364',b'29712',b'38',b'35902',b'1111',b'False',b'False',b'False',b'False',b'2012-03-22 17:27:28'
"b'They want to file lawsuit against Iran for running codes against world, and other Muslim countries like Indonesia &amp; Turkey'",b'1232090334932303873',b'Euphemia Derian',b'YoufymeAI101',"b'Hanoi, Vietnam'","b'WhistleBR,AKA: Principle,RamboMia,XiaMia,Necessary,The DonationGirl,TheAntGirl,TheViperGirl,MistyMia,Mutant,Barracuda,RdRunner,SOB,ImortalBear, Meson Artis CEO'",b'27',b'170',b'0',b'18639',b'224',b'False',b'False',b'True',b'False',b'2019-09-11 21:52:16'
b'Ryanair boss calls for extra checks on Muslim men at airports @AJENews  https://t.co/Jq5TwArglZ',b'1232090326367686657',b'Monica Munificence',b'espritdelionne',b'',b'People and Planet over profit.',b'119',b'403',b'0',b'9624',b'33471',b'False',b'False',b'True',b'False',b'2016-12-30 08:26:00'
"b'@sardanarohit Dekh chhordaana,teri post pr kese hindu muslim ho raha h,saale  narangi khatmat h tu'",b'1232090286836178944',b'Sarfaraj Ahmed',b'Sarfara60714166',b'VIDISHA',b'',b'9',b'68',b'0',b'528',b'2177',b'False',b'False',b'True',b'False',b'2017-09-09 03:13:12'
b'@narangestan A muslim celebrating the achievements of the noble companions of their blessed prophet (saw) :)',b'1232090275432062977',b'\\u0627\\u0628\\u0648 \\u0639\\u0628\\u062f \\u0627\\u0644\\u0644\\u0647',b'musafirAD',b'',b'',b'87',b'114',b'0',b'1800',b'4692',b'False',b'False',b'True',b'False',b'2019-06-07 12:30:16'
b'How can someone be accused of racism for saying terrorists are generally #Muslim men?\\n\\n\\u2018Muslim\\u2019 isn\\u2019t a race or eth\\u2026 https://t.co/oOgFzyNJIO',b'1232090272105934848',b'\\u03ee\\u0b90 \\u0e23\\u0e04\\u0e23\\u0e23\\u0e04f\\u0433\\u0e04\\u0e23\\u0e23 \\u03ee\\u0b90',b'SassafrasSassy',b'But it is our duty to live.',b'I have brain cells lovelier than my eyes.   I \\u2665\\ufe0f my cat \\U0001f408 more than I like most people. You smell like DRAMA \\U0001f3ad and an Headache \\U0001f915 so please Go Away!',b'2804',b'1775',b'46',b'85512',b'51859',b'False',b'False',b'False',b'False',b'2009-02-21 16:40:08'
b'@boilie2 @fuzzylicious2 @TheLef_Brain @ratbone2791 so a muslim then \\U0001f923',b'1232090258801491968',b'MemeMercenary',b'MemeMercenary',b'',b'MemeMercenary',b'647',b'657',b'2',b'3700',b'6364',b'False',b'False',b'True',b'False',b'2020-01-13 16:19:48'
b'Ibnu Umar r.a. berkata: Rasulullah saw. bersabda: Allah tidak melihat dengan rahmat-Nya pada orang yang menurunkan\\u2026 https://t.co/5gLXOJnksh',b'1232090199166873600',b'TokKelontong',b'TKelontong',b'Tempat beli barang di twit',b'Official @TokKelontong|Proses menjadi Pengusaha|pemesanan : 085692472',b'197',b'278',b'12',b'41850',b'363',b'False',b'False',b'False',b'False',b'2011-03-03 10:21:59'
"b""when I tell you people don't give a flying shit about Muslim lives in this country https://t.co/qkxuXPEQa1""",b'1232090198789545984',b'\\u0625\\u0643\\u0631\\u0627\\u0645 \\u062e\\u0644\\u064a\\u0641\\u0629',b'ekramkelifa_',"b'London, England'",b'your fave samra\\n\\U0001f1ea\\U0001f1f7\\U0001f4ff',b'90',b'147',b'0',b'4223',b'5795',b'False',b'False',b'False',b'False',b'2018-06-22 14:58:39'
b'@usmade1001 @RyznykStefan Years ago a news hour show like 60 Minutes did an in depth report on Muslim Daycares &amp; ho\\u2026 https://t.co/0MlVJNJBuK',b'1232090186873438208',b'Hawkward2.0',b'0Hawkward2',b'The Great State of Texas',"b""Don't raise your voice; raise your argument. Once you raise your argument; raise your consciousness & vibration. WWG1WGA*RedPilled 12/27/17 #RestoreCamelot""",b'614',b'1019',b'2',b'2751',b'1661',b'False',b'False',b'True',b'False',b'2019-12-29 00:24:41'
b'@ariehpsr @yunartowijaya Mungkin airnya non muslim',b'1232090170075123712',b'Sadon Jancho',b'Donnaylicious1',b'',b'Bukan pemain bola dortmund....',b'1',b'50',b'0',b'67',b'97',b'False',b'False',b'True',b'False',b'2019-09-08 03:13:13'
b'\\U0001f621https://t.co/3I8614c3iM',b'1232090167823020032',b'Alok Chadha',b'alokchadha',b'Canada',"b'Every one is a moon, and has a dark side which he never shows to anybody.'",b'498',b'1895',b'23',b'32948',b'2512',b'False',b'False',b'True',b'False',b'2010-05-21 00:06:16'
"b""@V_of_Europe @balancetothe4z Weird. I've never been:\\n- Beheaded by a muslim\\n- Enslaved (sexually or otherwise) by a\\u2026 https://t.co/zXIWaYQMyn""",b'1232090153931296768',b'Paul_C',b'Coaldoubt',b'',"b""Those who don't move , do not notice their chains""",b'5',b'34',b'0',b'652',b'77',b'False',b'False',b'True',b'False',b'2019-10-09 06:18:04'
"b'Zach and ryan=middle school boys, all of them\\nBrooke=closeted bi (sometimes)\\nSheryl= unemployed bitch that hands ou\\u2026 https://t.co/Y1rbAFW1pk'",b'1232090149191913472',"b""malek? more like maek cause ion take no L's \\U0001f4af\\U0001f6ab\\U0001f9e2""",b'gintama_fantwt',b'17 M pedos begone',"b'People tell us who they are, but we ignore it. Because we want them to be who we want them to be.\\npriv:@mortalyeezus @egurlfeet :3'",b'735',b'749',b'8',b'14310',b'32283',b'False',b'False',b'True',b'False',b'2019-12-01 15:45:25'
b'@rgshmb @KapilMishra_IND #ArrestTerroristKapilMishra #ArrestKapilMishra This is not a Riot.\\nThis is State Sponsored\\u2026 https://t.co/aI192MhZHW',b'1232090129432555520',b'rmk',b'rimshadmk',b'India',b'',b'44',b'453',b'1',b'1724',b'1068',b'False',b'False',b'False',b'False',b'2008-12-30 12:32:59'
b'Start your weekend off right by joining us in the Wood Hall Basement Lounge Friday 2/28 at 5 PM to hear Prof. Kelly\\u2026 https://t.co/BWusLXU2m6',b'1232090077318139904',b'UConn History Dept',b'UConnHistory',"b'Storrs, CT'",b'Official Twitter account for @UConn History Department.',b'1377',b'1849',b'41',b'3562',b'3261',b'False',b'False',b'True',b'False',b'2015-01-20 05:53:11'
"b""@IlhanMN Muslim first. Socialist second. Woman third. Marriage between siblings forth. \\n\\nThat's what you stand for. Nothing else.""",b'1232090076525604864',b'RestorationUS76',b'RestorationUS76',b'Blue Jersey',"b""America: Capital Markets: just some of my minds' hobbies: Pro Israel & US Patriot hating the left for destroying #liberty on a daily basis #maga #kag #tcot""",b'381',b'1280',b'31',b'10742',b'1696',b'False',b'False',b'False',b'False',b'2012-01-15 05:33:38'
"b'Inspirsi Pagi\\n\\nKita tidak akan bisa mengendalikan angin saat berlayar, tapi kita bisa menyesuaikan layarnya. Selama\\u2026 https://t.co/HMDNieOtDu'",b'1232090059563601920',b'Rujukan Muslim',b'rujukanmuslim',"b'DKI Jakarta, Indonesia'","b'Inspirasi Muslim \\U0001f60d\\U0001f58b\\nBerdakwah dengan Cinta yang mendidik \\u2764\\n\\nBukan untuk Dunia, tapi Untuk Akhirat dan Agama Islam'",b'20',b'192',b'0',b'10',b'54',b'False',b'False',b'True',b'False',b'2020-02-23 04:25:55'
b'@DailyCaller Muslim??',b'1232090054840868864',b'Lenin-Stalin-Mao-Hitler-PolPotCastroObamaBAD\\u2b50\\ufe0f\\u2b50\\ufe0f\\u2b50\\ufe0f',b'Orwells_Spirit',b'Your ex wifes place ',"b'Solzhenitsyn TRIED to WARN us in his: Warning to the West. I am a FREE-THINKING, ANTI-COMMIE\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8NATIONALIST\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8. CA is the new Weimar Republic. PRAY'",b'199',b'498',b'0',b'1442',b'1447',b'False',b'False',b'True',b'False',b'2019-11-19 23:48:15'
"b'If you don\\u2019t believe in the Muslim faith they will kill you. \\nMust sign up for this,everything is clear to me now,H\\u2026 https://t.co/wiATIJ30CW'",b'1232090022029004800',b'Ted Ogden',b'ogden_ted',b'United Kingdom',b'Grumpy Yorkshire sheep farmer. And piss taker. GSE in politics gained at a approved school.Five Thousand sheep and three wife\\u2019s to keep.Can also be serious .',b'136',b'187',b'0',b'3056',b'334',b'False',b'False',b'True',b'False',b'2019-04-05 09:50:49'
b'@KirstenFeldges Danke sch\\xf6n liebe Frau Kirsten Feldges f\\xfcr diese Informationen.\\n\\nEin Muslim kann namens\\xe4ndern in de\\u2026 https://t.co/fhHCbYY2Bq',b'1232090000566751234',b'Kirsten Sletbjerg',b'KirstenSletbjer',"b'Kalundborg, Danmark'",b'IAGTTAGENDE !',b'914',b'1271',b'5',b'9209',b'14270',b'False',b'False',b'True',b'False',b'2015-02-17 14:05:53'
b'@MirzaEskandar @narangestan @CianRN @TenMillionIQ @mxdeenah The majority of them are not Muslim',b'1232089987946074112',b'M\\u0101hir',b'PanIslamist1009',b'Rashidun Caliphate',"b""Muslim | Ahl as-Sunnah w\\u2019al-Jama'ah | Hanafi | Athari | Pan Islamist | 18 |      I usually don\\u2019t follow back | Backup Account: @PanIslamist2001""",b'870',b'212',b'1',b'4623',b'13628',b'False',b'False',b'True',b'False',b'2019-09-08 19:38:45'
b'*stares in American Muslim voting bloc* https://t.co/F3GG4tXmj7',b'1232089982787051522',b'Sana Saeed',b'SanaSaeed',b'the worst timeline',"b'hot take monger. constantly looking for ja rule to make sense of this all. @ajplus host/senior producer. politics & lols. views my own, so don\\u2019t plagiarize.'",b'55758',b'706',b'817',b'75853',b'11802',b'True',b'False',b'False',b'False',b'2009-03-17 07:55:42'
b'Sa me d\\xe9go\\xfbte @TheKairi78 l\\u2019argent change les gens / conseille de grand frere grand rappele muslim t\\u2019es plus ce que\\u2026 https://t.co/sYpUHJNFkp',b'1232089978626355200',b'9I6 Kurmay',b'iKurmay',b'Grenoble ',b'@9I6eSport \\u2022 @FNCompetitive \\u2022 3000$ \\u2022 4x Top 100',b'575',b'180',b'0',b'5225',b'6825',b'False',b'False',b'True',b'False',b'2018-05-01 10:51:39'
"b'@hadimnor Kamu kena benci #Fitnah #syatan #maksiat #dosa jangan benci sesama muslim , nanti gugur silaturahim , #Bahaya tu'",b'1232089966659817472',b'Ayuh Bangkit Geng Jebat',b'pak_man01',b'',b'Hai ... Bersatulah Demi Islam',b'42',b'542',b'0',b'522',b'644',b'False',b'False',b'True',b'False',b'2014-09-05 16:01:23'
b'Each nation has the right to develop and defend its own culture. There was no Muslim minority present in Slovakia a\\u2026 https://t.co/8f1GchgbJ5',b'1232089934745391104',b'Mikhail Molchanov \\u262d',b'MA_Molchanov',b'Planet Earth',"b""I stopped getting amazed at the utter stupidity of our species. That must have been God's idea of entertainment  \\u2626\\ufe0f""",b'508',b'644',b'20',b'12135',b'2670',b'False',b'False',b'False',b'False',b'2013-08-20 14:51:08'
b'That was my first time attending a Muslim funeral and burial and that definitely was a new experience for me',b'1232089921386680322',b'Leah.',b'restonWendell',b'',"b'Beauty is amazing , Embrace it ! sc: Leah_shynise'",b'1333',b'1458',b'4',b'31724',b'2871',b'False',b'False',b'True',b'False',b'2013-06-17 20:41:17'
"b""@sevenbabiies I use alot of bad words that's why u couldn't imagine i was a Muslim right? \\U0001f614 I feel bad now.... But\\u2026 https://t.co/7Y1LXGip5G""",b'1232089891799994369',"b""kou\\u2077 \\xa6 woosung's day""",b'KouClownsMaster',b'C-53-\\U0001f1e9\\U0001f1ff 99% BTS AND THE ROSE',"b'#namjoon: stan talent, stan the rose u cowards. \\n{INTJ \\xa6 anime trash \\xa6 armyrose \\xa6 ace, panromantic \\xa6 she/her \\xa6 typos bot \\xa6 cringy asf \\xa6 fav genre? BTS}'",b'7065',b'6463',b'61',b'35605',b'73048',b'False',b'False',b'True',b'False',b'2019-03-14 10:46:25'
"b""@Dalia4Congress You're also Muslim. How can we be sure you're not going to be like her? There's a heavy Muslim popu\\u2026 https://t.co/Fex8pr2TZj""",b'1232089884346716160',b'Mike Pawlowski',b'MikeRwk78',b'Chicago',"b""China is purposely killing their people to end protests against their government and no one cares. Pathetic! \\nI'm lucky to be an American \\U0001f1fa\\U0001f1f8""",b'876',b'987',b'11',b'26989',b'79300',b'False',b'False',b'True',b'False',b'2012-05-02 19:38:13'
b'@elivalley I\\u2019m a New Zealander. Leave Christchurch out of it. You have no idea what you\\u2019re on about. It has nothing\\u2026 https://t.co/CnlPh9Iws1',b'1232089882400448512',b'Juliet Moses',b'JulietMosesNZ',b'New Zealand',"b'Lawyer, mother, failed housewife, wondering Jew. Victimhood is not a virtue.'",b'1849',b'800',b'14',b'12360',b'41261',b'False',b'False',b'True',b'False',b'2015-09-14 03:57:52'
"b'Dari Abu Qatadah, Rasul SAW bsabda;\\n""Manusia bkata, hartaku2.. Beliau bsabda; \\u201cWahai manusia, apkh bnr engkau memil\\u2026 https://t.co/F7cKoc3CSz'",b'1232089880185860097',b'MUTIARA PAGI',b'mutiarapagii',b'',b'',b'96',b'4',b'1',b'664',b'1',b'False',b'False',b'True',b'False',b'2012-06-17 12:30:27'
b'@Natalieanggi112 @permadiaktivis @Dennysiregar7 @tandanVradio @Kemenag_RI Muslim yg lupa dengan hablumminannas...',b'1232089869565874176',b'Ketchup Mustard',b'Ketctard',"b'Jakarta Capital Region, Indone'",b'what you think about me is not the same to what i really am | SJW kelas Cebong',b'1445',b'1790',b'0',b'2438',b'674',b'False',b'False',b'True',b'False',b'2018-08-31 14:33:05'
b'jungkook muslim https://t.co/sj9xrDHr2l',b'1232089868345446400',b'\\uff4b\\uff4a// 7',b'LYUJ0NG',b'\\u2661bangtan\\u2661',b'\\u266a\\ubbf8\\uce58\\uc9c0 \\uc54a\\uc73c\\ub824\\uba74 \\ubbf8\\uccd0\\uc57c \\ud574                                                                   \\n#\\uc804\\uc815\\uad6d \\u2022\\xb0 #\\uc2e0\\ub958\\uc9c4 \\xb0\\u2022 #\\uc720\\uc815\\uc5f0 \\u2022\\xb0 #\\uc544\\uc774\\uc720 \\xb0\\u2022',b'87',b'115',b'2',b'5340',b'11082',b'False',b'False',b'True',b'False',b'2019-09-15 21:27:19'
"b'@IlhanMN No one cares if your muslim, black, foreign born, refugee, hijabi, somalian. First off you should be Ameri\\u2026 https://t.co/cj31hwHE3G'",b'1232089823365730304',b'HEEHAW',b'DurtyZerg',b'',"b'Centrist. Cynical Prophet.\\n\\n""The Social justice leftys are just political prostitutes for ideological subversion"" -Yuri Bezmenkov KGB Defector 1985'",b'20',b'147',b'0',b'647',b'459',b'False',b'False',b'True',b'False',b'2016-11-25 10:18:09'
b'@HindIbnul @Dreamer4927 No one wanted a separate nation at first but as the time went by it was clear what will hap\\u2026 https://t.co/gGrMCFmfLu',b'1232089758823845889',b'Laiba Idrees',b'laiba_idrees',b'',b'',b'3',b'10',b'0',b'59',b'9',b'False',b'True',b'True',b'False',b'2015-06-26 17:26:14'
"b'I\\u2019ll bet it\\u2019s a Muslim, because they\\u2019re not saying. Arrest Made After Driver Plows Through Parade In Germany - The\\u2026 https://t.co/7ZzC1q7KPM'",b'1232089758358106113',b'monica',b'monica89023164',b'',b'',b'16',b'175',b'0',b'712',b'3888',b'False',b'False',b'True',b'False',b'2020-01-17 00:32:13'
"b'@BridgetPhetasy This is insulting. I am 49, a Muslim, an immigrant, a mom. Have you looked at Bernie base?'",b'1232089750867193858',b'Bernie is the frontrunner',b'GeminiWahhaj',"b'Houston, TX'","b'Teacher, writer, mother. Bernie2020 GreenNewDeal Fightfor15\\nUPenn 93 Princeton 99 UH 2007'",b'6390',b'2735',b'44',b'49561',b'59351',b'False',b'False',b'False',b'False',b'2016-04-30 01:58:55'
b'@ddale8 Let me just leave this link: https://t.co/iiBsrsgCUA',b'1232089737164398593',b'Michael Sims',b'peltast',"b'Toronto, ON'","b""Don't forget to write your cool bio here, so people will give you internet points!""",b'244',b'956',b'3',b'2119',b'1091',b'False',b'False',b'False',b'False',b'2010-12-16 21:20:51'
b'@sagduyuluerkan This is not a Riot.\\nThis is State Sponsored Terror!sm.\\nMuslim localities are burning in Delhi. \\U0001f61e\\U0001f932\\u2026 https://t.co/9UKW5rDYcW',b'1232089725537849350',b'rmk',b'rimshadmk',b'India',b'',b'44',b'453',b'1',b'1724',b'1068',b'False',b'False',b'False',b'False',b'2008-12-30 12:32:59'
b'i think we would have a beautiful muslim jewish alliance and by alliance I mean a physical alliance to unite our re\\u2026 https://t.co/gHlBDmClB0',b'1232089703018647552',b'maryam',b'misommar',b'teka',b'#birdsofprey promotional campaign director',b'550',b'398',b'19',b'10888',b'40381',b'False',b'False',b'True',b'False',b'2019-08-24 13:58:38'
b'https://t.co/sQn0v7n3dJ',b'1232089694655127554',b'Maher Hamoud',b'MaherHamoud1',b'',"b""Postdoctoral researcher in political economy @UGent, former chief editor @DailyNewsEgypt, author of 'Chocolate Filling'. #MENA""",b'3114',b'307',b'157',b'10257',b'1785',b'True',b'False',b'True',b'False',b'2012-02-11 13:30:01'
b'Police stormed a university in India. Muslim students say the violence was an act of revenge. https://t.co/Tb2pG9AYuj',b'1232089692528660480',b'Javed Rashid',b'Javedrashid',"b'Lahore,Pakistan'","b'Am seeking assistance in furthering \\u2018Guranda\\u2019 a NGO (https://t.co/pBpPdkz5nD  \\r\\n) ,  that builds low cost free of cost  to the recipients,  houses for the poor'",b'1026',b'2029',b'42',b'33900',b'2733',b'False',b'False',b'False',b'False',b'2010-01-09 07:08:05'
b'Classic Muslim Twitter tweet. https://t.co/Ap4wQi3TJn',b'1232089691240960001',b'Fareed',b'young_fareed',"b'Kaduna, Nigeria'",b'.',b'314',b'315',b'1',b'9232',b'28115',b'False',b'False',b'True',b'False',b'2016-08-11 17:39:56'
b'Janganlah seorang mati kecuali dia dalam keadaan berbaik sangka kepada Allah(HR. Muslim)',b'1232089647246790656',b'Al-Fikri',b'Al_Fikri2208',b'Jakarta',"b""Melayani : Hypnotherapy, Mentoring/Liqo, Bimbel Privat, Dakwah on the road, Wakaf Al-Qur'an. Hubungi : 089604465871 atau alfikri2208@gmail.com""",b'1131',b'168',b'6',b'91993',b'7',b'False',b'False',b'True',b'False',b'2014-08-22 06:23:29'
b'@FordPrefect747 @halaljew @TwinklingTania Given the geo political climate it is hard for jews amd muslims to get al\\u2026 https://t.co/WbsHhL7rtf',b'1232089643631267840',b'Ahsan',b'_curiousmind_',b'USA',"b'Computational Engineer, hobbyist photographer'",b'39',b'79',b'0',b'46',b'266',b'False',b'False',b'False',b'False',b'2014-03-08 12:35:45'
"b""BBC News - Michael O'Leary: Ryanair boss criticised for Muslim profiling comments #boycottRyanair https://t.co/yMJwVZPAbG""",b'1232089610488098817',b'Faisal Khan',b'faisalweb',b'London',"b'Founder and CEO, CreativeMode Ltd\\nhttps://t.co/ZhNkegs9Hh, https://t.co/oeRSI6NdtH, https://t.co/ysZHA51iq8, https://t.co/A8VSCbWhXU, https://t.co/nvrGI3OxwM'",b'22',b'112',b'2',b'620',b'63',b'False',b'False',b'False',b'False',b'2009-05-14 05:50:28'
