b'\\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u0938\\u0947 \\u0928\\u0939\\u0940\\u0902 \\u092a\\u0939\\u091a\\u093e\\u0928 \\u0938\\u0915\\u0924\\u0947\\n\\u0928\\u093e\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u092a\\u0939\\u091a\\u093e\\u0928\\u094b\\n\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0906\\u0917 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\U0001f621\\U0001f621  @ShayarImran #DelhiBurning https://t.co/iKtrAoll8J',b'1232131062332973056',b'SHAIKH MERAZ UDDIN',b'OfficialMeraz',"b'Kunda, India'",b'student',b'115',b'197',b'0',b'348',b'2329',b'False',b'False',b'True',b'False',b'2017-06-18 23:28:57'
b'#IvankaTrump\\nFall in love with her\\U0001f618\\u2665\\ufe0f\\u2665\\ufe0f\\nShe is national crush now\\U0001f60d\\U0001f60d\\nBhar bhar ke followers bdhenge ab https://t.co/r6oIQfgPOF',b'1232019960701976576',b'rockomsah',b'ljsahu0418',b'',b'#Student\\n#HinduCollege\\nIf u think i m bad\\nYou should go and love yourself \\U0001f60e\\U0001f60e',b'63',b'181',b'0',b'4362',b'3488',b'False',b'False',b'True',b'False',b'2018-10-23 08:49:42'
"b""erm ... okay. I'll buy that.\\n#MondayThoughts #IvankaTrump""",b'1232019441195470849',b'Alex Strachan',b'astrachanideas',b'Granville [circa 1870]',b'Digital nomad. Visual storyteller. Bio-geographer. Online freestylist. Radical common-centrist. Mzungu. Keyboard warrior + snowflake = unapologetically so.',b'1381',b'2312',b'78',b'51385',b'6298',b'False',b'False',b'False',b'False',b'2011-02-13 18:17:58'
b'\\u099f\\u09cd\\u09f0\\u09be\\u09ae\\u09cd\\u09aa\\u09f0 \\u0995\\u09a8\\u09cd\\u09af\\u09be\\u09f0 \\u09aa\\u09cb\\u099b\\u09be\\u0995\\u09f0 \\u09a6\\u09be\\u09ae \\u0995\\u09bf\\u09ae\\u09be\\u09a8?\\n\\u0986\\u099c\\u09bf \\u09af\\u09bf \\u09b8\\u09be\\u099c \\u09aa\\u09f0\\u09bf\\u09a7\\u09be\\u09a8 \\u0995\\u09f0\\u09bf \\u0987\\u09ad\\u09be\\u0982\\u0995\\u09be \\u099f\\u09cd\\u09f0\\u09be\\u09ae\\u09cd\\u09aa  \\u09ad\\u09be\\u09f0\\u09a4\\u09a4 \\u0989\\u09aa\\u09b8\\u09cd\\u09a5\\u09bf\\u09a4 \\u09b9\\u09c8\\u099b\\u09bf\\u09b2 \\u098f\\u0995\\u09c7\\u09af\\u09cb\\u09f0 \\u09aa\\u09cb\\u099b\\u09be\\u0995\\u09a4\\u09c7 \\u09a4\\u09c7\\u0993\\u0981\\u0995 \\u09af\\u09cb\\u2026 https://t.co/k6Daz4EYsw',b'1232018896372281346',b'Gurutwopurno.com',b'gurutwopurno',b'',b'Media outlet based in Assam. Follow us on FB: https://t.co/sjumwG82m0',b'2',b'22',b'0',b'4',b'0',b'False',b'False',b'True',b'False',b'2020-02-20 17:56:07'
"b'I think of fmr @HindustanTimes editor-in-chief, fmr @qz business,  @CNN &amp; @TIMEWorld editor and @bopinion board mem\\u2026 https://t.co/lNijcnUzKZ'",b'1232018867863425025',b'Wes Andrews',b'Wes_Andrews',b'Cali * China * Donbas * NYC *',"b'Int\\u2019l & Sec Affairs, GeoStrategist, Business Innovator, Asia Addict, China Hand, Fmr @Cuse Sprinter & AFG Vet |@HarvardHBS |@MIIS |@ColumbiaSIPA |@EngineeringSU'",b'865',b'2238',b'58',b'11025',b'1677',b'False',b'False',b'False',b'False',b'2012-08-03 02:08:18'
b'In Pictures: US President Donald Trump and First Lady Melania Trump first day in India #TrumpsTourIndia\\u2026 https://t.co/0eLDkvsv6i',b'1232018362919723011',b'Nikhil',b'iamkukreja',b'Namma Bengaluru',"b'tv show addict, foodie. \\U0001f412. retweets are better than originals. founder: @pigeonexpress_'",b'1927',b'114',b'23',b'22214',b'2325',b'False',b'False',b'True',b'False',b'2010-05-31 10:09:24'
b'@NWSentinel2 #IvankaTrump',b'1232018230895448064',b'J mac\\U0001f30a\\U0001f30a\\U0001f30a',b'wahine52',b'United States',"b'Liberal Democrat, Animal lover especially Dogs. #Resist\\U0001f30a\\U0001f30a\\U0001f30a\\U0001f30a\\U0001f30a\\U0001f30a\\U0001f30a'",b'1292',b'1661',b'1',b'8927',b'4490',b'False',b'False',b'True',b'False',b'2010-05-09 18:06:38'
"b'\\u092a\\u0924\\u093e \\u0928\\u0939\\u0940 \\u0906\\u091c \\u092e\\u0947\\u0930\\u0947 \\u092b\\u0949\\u0932\\u094b\\u0935\\u0930 \\u0915\\u094d\\u092f\\u094b\\u0902 \\u0928\\u0939\\u0940 \\u092c\\u0922\\u093c \\u0930\\u0939\\u0947 \\u0939\\u0948\\u0902?\\U0001f610\\U0001f610\\U0001f610\\n\\n#IvankaTrump ,\\u092c\\u093e\\u092c\\u0942 \\u0915\\u094b \\u0928\\u091c\\u093c\\u0930 \\u0932\\u0917\\u093e \\u0926\\u0940 \\u0928\\u093e \\U0001f61b\\U0001f61b\\U0001f61b\\U0001f61b\\U0001f61b https://t.co/lbNY3loe1j'",b'1232017830972940289',b'Mr Perfect',b'GauravjainTweet',b'India',b'Troller Gang',b'3254',b'2645',b'1',b'9057',b'83470',b'False',b'False',b'True',b'False',b'2016-07-23 06:28:09'
"b'Are u still Bachelor, fit or not!\\n#IvankaTrump ~ #RahulGandhi \\n#DonaldTrump #MelaniaTrump \\n#PriyankaGandhi\\u2026 https://t.co/iCDv6Zdecc'",b'1232017612592295936',b'Anoop Tandon',b'AnoopTa21608584',"b'Kanpur, India'",b'Director - Kalpavriksha Learning Solutions\\nInstitute for Life Skills & Career Counciling.\\n\\u25c6Writer & Freelancer Journalist',b'34',b'79',b'0',b'533',b'95',b'False',b'False',b'True',b'False',b'2019-10-08 09:32:56'
"b'US President @realDonaldTrump visits Taj Mahal along with First Lady, daughter @IvankaTrump &amp; Son-in-law\\u2026 https://t.co/V9VkDVisQh'",b'1232017350762717188',b'DD India',b'DDIndialive',"b'New Delhi, India'","b'Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India\\u2019s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d'",b'13475',b'527',b'82',b'25635',b'5976',b'True',b'False',b'True',b'False',b'2016-04-08 09:24:41'
b'#IvankaTrump @IvankaTrump \\n#1984SikhGenocide Rape Victims Seek @realDonaldTrump Justice &amp; Support \\n\\n@ChitleenKSethi\\u2026 https://t.co/GsSnNnzsuN',b'1232017208139796481',b'SFJ Lawyer',b'PannunSFJ_2020',"b'Manhattan, NY'",b'Referendum Is Democratic Not A Crime - Do INDIA & Modi\\u2019s Minion JackTwitter Understand The Difference ? NO Not So Far',b'182',b'0',b'0',b'71',b'44',b'False',b'False',b'True',b'False',b'2020-01-06 08:32:31'
b'What is this Yogi? #IvankaTrump https://t.co/p1sHHx7vtX',b'1232016625194262534',b'Healthy Drink Chowdary \\U0001f37a',b'aphealth_drink',b'Where Beer Exists \\U0001f37b',b'Parody of EX: AP Excise Minister Jawahar valiantly | Tweets are personal | Reweets are not endorsement | Nara Family devotee \\u270c\\ufe0f|BEER Healthy Drink \\U0001f37a',b'377',b'35',b'2',b'6196',b'6427',b'False',b'False',b'True',b'False',b'2018-04-13 07:23:52'
b'When @POTUS aka #DonaldTrump \\nmet @PriyaPrakas face to face...\\n@realDonaldTrump #IvankaTrump \\n#MelaniaTrump\\u2026 https://t.co/Yc46WHrQb4',b'1232015879690473474',b'Anoop Tandon',b'AnoopTa21608584',"b'Kanpur, India'",b'Director - Kalpavriksha Learning Solutions\\nInstitute for Life Skills & Career Counciling.\\n\\u25c6Writer & Freelancer Journalist',b'34',b'79',b'0',b'533',b'95',b'False',b'False',b'True',b'False',b'2019-10-08 09:32:56'
"b""It would have been nice if you had not used #American tax to explore this.\\nDon't teach these values to your childre\\u2026 https://t.co/imeMlCuZQN""",b'1232015715957432321',b'soodlee\\u2122',b'isoodlee',b'OmniPresent',"b'#FBR Views personal, RTs not an endorsement.  Proud Naturalized Citizen.   I call spade a spade.  Follow me, will follow back.'",b'10765',b'11523',b'24',b'27070',b'17624',b'False',b'False',b'False',b'False',b'2009-06-30 20:17:44'
b'@shuklapinku \\u0909\\u0920\\u0947\\u0917\\u0940 \\u0928\\u0939\\u0940\\u0902 \\u0924\\u094b \\u0935\\u093e\\u092a\\u0938 \\u0905\\u092e\\u0947\\u0930\\u093f\\u0915\\u093e \\u0915\\u0948\\u0938\\u0947 \\u091c\\u093e \\u092a\\u093e\\u090f\\u0917\\u0940? 36 \\u0918\\u0923\\u094d\\u091f\\u0947 \\u0915\\u0940 \\u0939\\u0940 \\u092f\\u093e\\u0924\\u094d\\u0930\\u093e \\u0925\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0909\\u0938\\u0915\\u0940\\n\\U0001f602\\U0001f602\\U0001f602 \\n#IvankaTrump',b'1232015601175908352',b'Chiteri Solanki',b'SolankiChiteri',"b'New Delhi, India'",b'Political Sc. Hons.  University of Delhi;  Saffron Nationalist; Proud and unapologetic Hindu; Anti-Feminazi',b'431',b'70',b'0',b'2719',b'11959',b'False',b'False',b'True',b'False',b'2018-12-29 05:33:51'
"b""@jeremynewberger Money doesn't buy taste or class!\\n\\nGrifter #IvankaTrump""",b'1232015358669787136',b'Sharon Carbine',b'SharonCarbine',"b'Lancaster County, PA'","b'Tax Attorney. Current Events & Political Commentator. Eclectic interests: quilting, sewing, art, tax law, charity, climate, + more.'",b'7653',b'8199',b'320',b'138486',b'57502',b'False',b'False',b'False',b'False',b'2011-05-19 22:54:21'
b'https://t.co/ZC03mEX8ZI\\n\\n#IvankaTrump #DonaldTrump #TrumpInIndia #TrumpIndiaVisit #TrumpModiElectionStunt\\u2026 https://t.co/pZ0y4ryASU',b'1232014888479776768',b'eng',b'Kavin1102',"b'Chennai, India'",b'Cool youtuber...click the link below to view my channel\\nhttps://t.co/9nqv4e9TV8',b'58',b'447',b'0',b'1192',b'68',b'False',b'False',b'True',b'False',b'2017-03-22 16:17:57'
b'@Robin_Blue19 Working #WallSt #NYC #GC commercial construction world for #IBEX #IvankaTrump Hebrew namesake GC of 1\\u2026 https://t.co/WyOGiugQk3',b'1232014865822146562',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1302',b'2177',b'0',b'443',b'811',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
"b""@davematt88 @ScottImmordino OooooooH a BLOOD SPATTER TEST DRESS. Now that's fitting. Not the dress, her statement.\\u2026 https://t.co/rmB3Opj1Gt""",b'1232013649566302208',b'V. V. Saichek',b'VVSaichek',b'T.A R.D.I.S.',"b'Supporting every voice fighting for Truth, Justice & the Americian Way. Artist/Writer/Reader. #AsAboveSoBelow. #animalrescue #Savethechildren #ImpeachTheMFT'",b'7088',b'7771',b'8',b'50389',b'51525',b'False',b'False',b'True',b'False',b'2013-06-19 03:50:21'
b'@Hena19 #IvankaTrump kitni sundar aur gori hain \\U0001f648\\U0001f648',b'1232013262541205505',b'Kim Jong-un',b'ReaIKimJongUn',"b'Pyongyang, North Korea '","b""Supreme Leader of the Democratic People's Republic of Korea (North Korea)""",b'9912',b'502',b'101',b'52818',b'46457',b'False',b'False',b'False',b'False',b'2009-08-10 15:08:34'
b'@ShashiTharoor Sir! #IvankaTrump has come!\\nAap galat line pe aah gaye!',b'1232013230853087232',b'#ISupportCAB',b'raamraj72',b'',b'',b'184',b'1175',b'2',b'11225',b'33323',b'False',b'False',b'True',b'False',b'2019-09-20 07:37:50'
"b'\\u092d\\u093e\\u0930\\u0924 \\u0915\\u0940 \\u092e\\u0947\\u0939\\u092e\\u093e\\u0928\\u0928\\u0935\\u093e\\u091c\\u0940 \\u0938\\u0947 \\u0917\\u0926\\u0917\\u0926 \\u0939\\u0941\\u0908\\u0902 \\u0921\\u094b\\u0928\\u093e\\u0932\\u094d\\u0921 \\u091f\\u094d\\u0930\\u0902\\u092a \\u0915\\u0940 \\u092c\\u0947\\u091f\\u0940 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e, \\u092c\\u094b\\u0932\\u0940\\u0902 \\u0926\\u094b\\u092c\\u093e\\u0930\\u093e \\u0924\\u093e\\u091c \\u0926\\u0947\\u0916\\u0928\\u0947 \\u0915\\u0940 \\u0939\\u0938\\u0930\\u0924\\u2026 https://t.co/1ZO1MwwSyX'",b'1232013124431052800',b'Amar Ujala Agra',b'AU_AgraNews',b'Agra',"b'Amar Ujala was launched on 18th of April 1948 from Agra, as a 4 page newspaper with a circulation of 2576 copies with an objective of promoting social awakening'",b'118',b'5',b'0',b'1335',b'10',b'False',b'False',b'True',b'False',b'2017-11-03 11:36:15'
b'#IvankaTrump I miss u \\U0001f625\\U0001f625',b'1232012128221061121',b'Mr Perfect',b'GauravjainTweet',b'India',b'Troller Gang',b'3254',b'2645',b'1',b'9057',b'83470',b'False',b'False',b'True',b'False',b'2016-07-23 06:28:09'
"b""@lesleyabravanel @IvankaTrump \\u201cIt was my father who taught me- USA \\U0001f1fa\\U0001f1f8 first.\\u201d --- #IvankaTrump. you can't lose the\\u2026 https://t.co/lEuyJzTMK9""",b'1232011404783296512',b'Joydeep Roy',b'IjoydeepRoy',"b'DefenceColony,Kandivali,Mumbai'","b'PhD-Quantum Physics, Ex-IIT. For MoD, India.'",b'2920',b'2288',b'4',b'7241',b'29854',b'False',b'False',b'False',b'False',b'2017-03-22 02:24:14'
b'@IvankaTrump @alluarjun  @hegdepooja @MusicThaman \\n#IvankaTrump as #buttabomma https://t.co/RvNGqJ7XZd',b'1232010630304915456',b'srinivaaschinta',b'chintasrinivaas',"b'Hyderabad, India'",b'',b'9',b'26',b'0',b'14',b'0',b'False',b'False',b'True',b'False',b'2014-05-05 10:06:54'
b'@realDonaldTrump @FLOTUS @POTUS @IvankaTrump @jaredkushner Proud to witness  #Ivanka in India again. #IvankaTrump\\u2026 https://t.co/H2n5Ha7XZ0',b'1232010374787915779',b'Ghost of Bigg Boss Past',b'sank256',b'',b'',b'110',b'979',b'0',b'4841',b'4376',b'False',b'False',b'True',b'False',b'2014-06-13 09:48:13'
b'Why are #IvankaTrump and #JaredKushner travelling to #India w #POTUS on the taxpayer dime?',b'1232009987985047553',b'TweetyWeety',b'TweetyThings1',b'',b'extendi non rumpentur',b'121',b'17',b'84',b'17347',b'539',b'False',b'False',b'True',b'False',b'2013-04-18 23:06:50'
b'who is more beautiful\\n #IVANKATRUMP or #THETAJMAHAL\\n\\nfor me @IvankaTrump \\n\\n@realDonaldTrump \\n@PMOIndia https://t.co/1tjxZE6XrT',b'1232009195534323717',b'Gaurav Dixit',b'GauravD68793854',"b'Jankipuram, Lucknow'","b'Politics is the art of looking for trouble, finding it everywhere, diagnosing it incorrectly and applying the wrong remedies.'",b'9',b'256',b'0',b'161',b'299',b'False',b'False',b'True',b'False',b'2019-04-10 07:31:52'
b'@IvankaTrump Nice to be here #IvankaTrump #millaniatrump #DonaldTrump #DonaldTrumpIndiaVisit',b'1232008981608042497',b'Jigar patel',b'jigarpatel35955',"b'Ahmadabad City, India'",b'#mechanical #engineer\\n#actor\\n#photographer\\n#digitalmarketing\\n#positive',b'74',b'556',b'0',b'434',b'300',b'False',b'False',b'False',b'False',b'2016-07-17 16:02:26'
"b""So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset\\u2026 https://t.co/ssZOZ0YF8V""",b'1232008913983131648',b'DLJ from PA',b'DljPa',b'',b'#poshmark #reseller #youtube https://t.co/ccAVWFr7um',b'47',b'100',b'0',b'151',b'7',b'False',b'False',b'True',b'False',b'2020-02-07 01:34:20'
"b""But you didn't forget to mention your relationship between Pakistan. #IvankaTrump""",b'1232007982491328513',b'Sanjib Baruah',b'SanjibB73613031',"b'Bengaluru, India'",b'self confidence is key of success',b'4',b'222',b'0',b'157',b'2',b'False',b'True',b'True',b'False',b'2018-06-22 14:07:42'
b'@MysterySolvent Oh Hi former #IBEX #IvankaTrump #IBEX was her Hebrew namesake GC of #WallSt #NYC 1 Whitehall St - w\\u2026 https://t.co/3PBdmlZkjh',b'1232007598242578432',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1302',b'2177',b'0',b'443',b'811',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'#NamasteyTrump #TrumpInIndia #DelhiPolice #TrumpIndiaVisit #IvankaTrump @AmitShah https://t.co/fiysfb0h3l',b'1232006804185518091',b'PARSHURAM',b'Parshuram_2',b'',b'Lawyer.',b'0',b'98',b'0',b'211',b'2',b'False',b'False',b'True',b'False',b'2020-02-05 06:43:18'
b'#picoftheday\\n @IvankaTrump #IvankaTrump https://t.co/lNnVl6dp2k',b'1232006683653595143',b'Rajat Banker',b'Rajat_Banker_',b'Ahmedabad',b'Engineer',b'1176',b'111',b'1',b'464',b'35146',b'False',b'False',b'True',b'False',b'2016-11-10 08:00:12'
"b'\\U0001f3cf\\U0001f3df\\ufe0fMotera Cricket Stadium inaugration,Ahmedabad\\nHistorical moment for me.\\n#\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947Trump\\n#USApresident \\n#DonaldTrump\\u2026 https://t.co/2fCfRKBVGD'",b'1232006524433829888',b'Hardik Raj',b'rajhardik94',b'CHARADA',"b""I'M COOL MAN\\U0001f44d""",b'4',b'7',b'0',b'21',b'19',b'False',b'False',b'True',b'False',b'2015-02-06 16:22:49'
b'#IvankaTrump  \\U0001f923 Apun bhi aisa karega https://t.co/odRQFhnufO',b'1232005232642547713',b'Sharmajika beta',b'sharma_soumajit',"b'West Bengal, \\U0001f1ee\\U0001f1f3 '","b""Just a random fucked up person | Memes | No DM | Don't ask me for shout out | Sad for no reason | Surrounded by snakes | Offensive af | Free to follow""",b'2621',b'207',b'5',b'18359',b'24484',b'False',b'False',b'True',b'False',b'2019-10-29 09:09:43'
b'@IvankaTrump #IvankaTrump https://t.co/Cj94MCgMNB',b'1232004799597547520',b'Pink Ball \\U0001f198',b'gomerball123',b'',b'Love dogs!',b'76',b'265',b'1',b'3559',b'3098',b'False',b'False',b'True',b'False',b'2020-01-13 16:28:43'
b'When beauty meets beauty\\n#IvankaTrump\\n#TrumpIndiaVisit\\n#NamasteTrump #IndiaWelcomesTrump\\n @IvankaTrump @POTUS https://t.co/sV3w1Vvsqb',b'1232004735886090240',b'\\U0001f42f',b'khusbugujratki',"b'pochinki,Pubg'",b'',b'0',b'43',b'0',b'17',b'1',b'False',b'False',b'True',b'False',b'2020-01-06 06:16:22'
b'@IvankaTrump a mother of 3! No way.. I refuse to believe that. \\U0001f928 #IvankaTrump https://t.co/XWHbBqq2bZ',b'1232004558143905792',b'dinesh chawre',b'ChawreDinesh',"b'Pune, India'",b'Jiyo.. Jine Aur Jaane Bhi Do Yaaro...',b'6',b'2',b'0',b'136',b'49',b'False',b'False',b'True',b'False',b'2015-07-23 10:23:11'
b'She is cute and she is trending In India.\\nWelcome to India @IvankaTrump  #IvankaTrump #NamasteTrump #WelcomeTrump\\u2026 https://t.co/k7yR2Dd54T',b'1232004168669204480',b'suraj R N',b'soori26',b'India',b'',b'46',b'81',b'4',b'303',b'48',b'False',b'False',b'True',b'False',b'2011-02-18 18:10:21'
"b'\\U0001f3cf\\U0001f3df\\ufe0fMotera Cricket Stadium inaugration,Ahmedabad \\n#\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947Trump\\n#DonaldTrump\\n#MelaniaTrump\\n#NarendraModi\\n#IvankaTrump\\u2026 https://t.co/ZpoxqMPl0A'",b'1232003520716591105',b'Hardik Raj',b'rajhardik94',b'CHARADA',"b""I'M COOL MAN\\U0001f44d""",b'4',b'7',b'0',b'21',b'19',b'False',b'False',b'True',b'False',b'2015-02-06 16:22:49'
b'@Peopleafteru @BagdMilkSoWhat @grannieof10kids Good News!\\n#IvankaTrump &amp; #JaredKushner \\nget a vacation on your Tax\\u2026 https://t.co/U7EA4UsRSV',b'1232003185612476416',b'JRice',b'JanCompassrose7',"b'Colorado, USA'","b""Help us Chief Justice John Roberts \\nYou're our only hope""",b'1494',b'2578',b'3',b'8437',b'13637',b'False',b'False',b'True',b'False',b'2013-04-30 23:47:13'
"b'\\U0001f3cf\\U0001f3df\\ufe0fMotera Cricket Stadium inaugration,Ahmedabad \\n#\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947Trump\\n#DonaldTrump\\n#MelaniaTrump\\n#NarendraModi\\n#IvankaTrump\\u2026 https://t.co/jTht6MjS0O'",b'1232002838177439746',b'Hardik Raj',b'rajhardik94',b'CHARADA',"b""I'M COOL MAN\\U0001f44d""",b'4',b'7',b'0',b'21',b'19',b'False',b'False',b'True',b'False',b'2015-02-06 16:22:49'
b'@IvankaTrump You Are The Real #TajMahal \\u2764\\ufe0f\\U0001f970\\n#IvankaTrump #NamasteTrump',b'1232002725887512581',b'Shekhar Gawate',b'shekhar_gawate',b'Mumbai',"b'Who I Am - Indian, Hindu, NaMo NaMo, Har Har Mahadev, Narendra Modi Ji, Jai Shree Ram \\U0001f64f'",b'326',b'244',b'0',b'1734',b'9709',b'False',b'False',b'True',b'False',b'2016-01-07 05:47:43'
b'US President @realDonaldTrump and First Lady Melania Trump stroll the grounds of Taj Mahal\\n@USAndIndia\\u2026 https://t.co/563vQxDHmH',b'1232002500485615617',b'DD India',b'DDIndialive',"b'New Delhi, India'","b'Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India\\u2019s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d'",b'13475',b'527',b'82',b'25635',b'5976',b'True',b'False',b'True',b'False',b'2016-04-08 09:24:41'
b'The state of #India now on #TrumpInIndia\\n#NamasteyTrump #IvankaTrump\\nhttps://t.co/vAkACOoSYL\\n#IndiaWelcomesTrump\\n#DelhiBurning',b'1232002327055413248',b'MadIf 4 \\U0001f1f5\\U0001f1f0',b'Madeeat',"b'\\u0644\\u0627\\u06c1\\u0648\\u0631, \\u067e\\u0627\\u06a9\\u0633\\u062a\\u0627\\u0646'",b'Burger from Islamabad but Love Lahore and #Pakistan\\U0001f1f5\\U0001f1f0',b'15198',b'4745',b'100',b'102199',b'41785',b'False',b'False',b'False',b'False',b'2012-03-25 09:26:08'
b'Is this India which Trump is Visiting.\\n#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IndiaWelcomesTrump\\u2026 https://t.co/AKpL6lmVXn',b'1232001998121291777',b'MadIf 4 \\U0001f1f5\\U0001f1f0',b'Madeeat',"b'\\u0644\\u0627\\u06c1\\u0648\\u0631, \\u067e\\u0627\\u06a9\\u0633\\u062a\\u0627\\u0646'",b'Burger from Islamabad but Love Lahore and #Pakistan\\U0001f1f5\\U0001f1f0',b'15198',b'4745',b'100',b'102199',b'41785',b'False',b'False',b'False',b'False',b'2012-03-25 09:26:08'
b'https://t.co/JbcVfDlk5v\\nAnnaatthe - #Thalaivar168 Title Motion Poster | Superstar Rajinikanth | Sun ... and Sun Pic\\u2026 https://t.co/my94OeVBAL',b'1232001256706625538',b'PRANAV NEWS',b'PRANAVNEWS',"b'Tamil Nadu, India'",b'',b'742',b'196',b'0',b'4230',b'77',b'False',b'False',b'True',b'False',b'2016-01-25 22:12:08'
b'@LeslieMarshall #SexAddiction is huge in our \\U0001f30e. Was Very prominent in my ole #WallSt #GC #Commercial #construction\\u2026 https://t.co/u1BlU6ro61',b'1232001081506324480',b'Debra Weller Olson',b'OlsonWeller',b'United States',"b'2012-2014 FormerNYC-WallSt\\u201dGC\\u201d #IBEX BayleyConst\\u201dGC\\u201d-Seattle, ATnT-Seattle.JGD CPAFirmLaJollaCA #TheResistance #Resist #NeverAgain #WTP \\U0001f30e\\U0001f483\\U0001f3fb#ORION @dogfishdeb'",b'1302',b'2177',b'0',b'443',b'811',b'False',b'False',b'True',b'False',b'2020-02-19 12:15:58'
b'@MysterySolvent Did #IvankaTrump iron her face?',b'1232000963097059328',b'The Professor',b'Kanan_Starks',"b'London, England'",b'No Comments.',b'233',b'264',b'0',b'7804',b'3527',b'False',b'False',b'True',b'False',b'2018-03-23 21:23:49'
b'#IvankaTrump\\nCAA Sapporter and  bhagwa terrorest \\nDelhi in india this clip https://t.co/GKDRJUitZA',b'1232000654786342914',b'shaban ali',b'shabana34025541',b'',b'',b'1',b'58',b'0',b'44',b'38',b'False',b'False',b'True',b'False',b'2019-10-16 13:55:22'
