b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3555',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
b'#TrumpInIndia #IvankaTrump \\nTrump : meri beti ki saadi ambani ke bete se karva de. \\nModi ji : tension naa le bade i\\u2026 https://t.co/6VRFhnu2TX',b'1231896178670866432',b'Ravi Dangar',b'RaviDangar16',b'India',"b""I'm member of world family and I believed in humanity instead of religion and nation.""",b'25',b'76',b'0',b'851',b'4189',b'False',b'True',b'True',b'False',b'2018-12-06 12:05:25'
"b'In the event of #TrumpIndiaVisit, the violence in national capital is such a act of cowardice. They are protesting\\u2026 https://t.co/lbTFw7mFTH'",b'1231895390221291520',b'Mridul Raj Bajpai',b'MridulRajB1',b'Undisclosed',"b'Mahakal || Weird || Not usual type || Any day ready to travel || 20 states covered and counting ||Dogs are best buddies||  DM open,dont slide in ;)'",b'24',b'247',b'0',b'2460',b'3348',b'False',b'False',b'True',b'False',b'2019-12-10 08:11:10'
b'Wow\\nAmazing\\n #MelaniaTrump  #Modiji#TrumpInIndia \\n#TrumpModiMeet \\n#IndiaWelcomesTrump \\n#IsupportCAA \\n#IvankaTrump\\u2026 https://t.co/tpNscTXEuu',b'1231895200483741697',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
b'Trump in india #DonaldTrumpIndiaVisit #TrumpInIndia #POTUS #IvankaTrump #TrumpIndiaVisit https://t.co/yBP6RpPCWx',b'1231895097114890240',b'\\U0001f60a\\U0001f917',b'dashing_dear',b'India',b'Human first',b'8',b'299',b'0',b'636',b'891',b'False',b'False',b'True',b'False',b'2014-05-22 10:35:26'
b'#IvankaTrump \\n\\nSuno sath chal to rahi ho leki agar @ShashiTharoor mile \\nto use ignore karna https://t.co/Q3sK0yRO2T',b'1231895056606470144',b'mSalman\\U0001f1ee\\U0001f1f3',b'mohdsalman064',b'office ',"b""don't be follower be the leader""",b'70',b'142',b'0',b'3318',b'8499',b'False',b'False',b'False',b'False',b'2014-05-11 07:08:07'
b'Wow Amazing Incredible\\nTrump And Modi Ji Ahmadabad India#TrumpInIndia \\n#TrumpModiMeet \\n#IndiaWelcomesTrump\\u2026 https://t.co/ovdcjT5JLf',b'1231894606645747712',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
b'\\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15 \\u0c21\\u0c4d\\u0c30\\u0c46\\u0c38\\u0c4d \\u0c05\\u2018\\u0c27\\u0c30\\u2019\\u0c39\\u0c4b.. \\u0c24\\u0c46\\u0c32\\u0c3f\\u0c38\\u0c4d\\u0c24\\u0c47 \\u0c37\\u0c3e\\u0c15\\u0c35\\u0c4d\\u0c35\\u0c3e\\u0c32\\u0c4d\\u0c38\\u0c3f\\u0c02\\u0c26\\u0c47.. \\n#IvankaTrump #TrumpInIndia \\nhttps://t.co/1YJ2LV9sWj https://t.co/BKrP3kPEFi',b'1231894076624003072',b'6tv',b'6tv_telugu',b'',b'',b'17',b'7',b'0',b'2396',b'1',b'False',b'False',b'True',b'False',b'2019-11-19 10:50:59'
b'Trump : Beta tumhari aakhe bohot nashili hai. \\nIvanka: Oh thank you Papa. \\nTrump : Ganja thoda kum fuka kar.\\u2026 https://t.co/bnDntJPFjJ',b'1231893996378587136',b'Marwari Baniya',b'marwari_baniya',"b'Surat, India'",b'Agar mere kisi tweet ne aapke chehre pe muskurat layi ho toh follow kar lijyega. #FF',b'562',b'587',b'0',b'4012',b'6500',b'False',b'False',b'False',b'False',b'2015-12-26 16:06:39'
"b'\\u0938\\u093e\\u0932 \\u092d\\u0930 \\u092a\\u0941\\u0930\\u093e\\u0928\\u0940 \\u0921\\u094d\\u0930\\u0947\\u0938 \\u092a\\u0939\\u0928\\u0915\\u0930 \\u092d\\u093e\\u0930\\u0924 \\u0906\\u0908\\u0902 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u091f\\u094d\\u0930\\u0902\\u092a, \\u0915\\u0940\\u092e\\u0924 \\u0907\\u0924\\u0928\\u0940 \\u0938\\u0938\\u094d\\u0924\\u0940 \\u0915\\u093f \\u0906\\u092a \\u0915\\u0939\\u0947\\u0902\\u0902\\u0917\\u0947 \\u092c\\u0938\\n#IvankaTrump #TrumpInIndia\\u2026 https://t.co/i5d928r7RI'",b'1231893930611888130',b'Catch Hindi',b'CatchHindi',"b'Sector 142, Noida'","b'\\u0915\\u0948\\u091a \\u0939\\u093f\\u0902\\u0926\\u0940 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u0947 \\u092c\\u0940\\u091a \\u0938\\u0902\\u0935\\u093e\\u0926 \\u0938\\u094d\\u0925\\u093e\\u092a\\u093f\\u0924 \\u0915\\u0930\\u0928\\u0947 \\u0915\\u093e \\u090f\\u0915 \\u092e\\u0902\\u091a \\u0939\\u0948.\\u092f\\u0939\\u093e\\u0902 \\u0906\\u092a\\u0915\\u094b \\u0932\\u0947\\u0916,\\u0935\\u0940\\u0921\\u093f\\u092f\\u094b \\u0914\\u0930 \\u0935\\u093f\\u0936\\u094d\\u0932\\u0947\\u0937\\u0923 \\u0915\\u0947 \\u092e\\u093e\\u0927\\u094d\\u092f\\u092e \\u0938\\u0947 \\u0926\\u0947\\u0936-\\u0926\\u0941\\u0928\\u093f\\u092f\\u093e \\u0915\\u0940 \\u0939\\u0930 \\u092c\\u0921\\u093c\\u0940 \\u0914\\u0930 \\u091c\\u093c\\u0930\\u0942\\u0930\\u0940 \\u0916\\u093c\\u092c\\u0930 \\u0938\\u0947 \\u0930\\u0942\\u092c\\u0930\\u0941 \\u0915\\u0930\\u0935\\u093e\\u0924\\u0947\\u0902 \\u0939\\u0948\\u0902.'",b'16380',b'33',b'26',b'35281',b'19',b'False',b'False',b'True',b'False',b'2015-11-13 12:20:37'
b'#MarriageIn17Minutes\\nSocial Evils like-\\n\\u25c6 Dowry System\\n\\u25c6 Intoxication\\n\\u25c6 Untouchability\\n\\u25c6Female Foeticide\\nAre all el\\u2026 https://t.co/DSSrVVFNuC',b'1231893881303838722',b'vandna',b'Indian36469569',b'',b'I am indian(\\u091c\\u0940\\u0935 \\u0939\\u092e\\u093e\\u0930\\u0940 \\u091c\\u093e\\u0924\\u093f \\u0939\\u0948 \\u092e\\u093e\\u0928\\u0935 \\u0927\\u0930\\u094d\\u092e \\u0939\\u092e\\u093e\\u0930\\u093e \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942 \\u092e\\u0941\\u0938\\u094d\\u0932\\u093f\\u092e \\u0938\\u093f\\u0915\\u094d\\u0916 \\u0908\\u0938\\u093e\\u0908 \\u0927\\u0930\\u094d\\u092e \\u0928\\u0939\\u0940\\u0902 \\u0915\\u094b\\u0908 \\u0928\\u094d\\u092f\\u093e\\u0930\\u093e) \\U0001f64f\\nfollow me 100%',b'243',b'290',b'0',b'424',b'216',b'False',b'False',b'True',b'False',b'2020-02-05 16:19:49'
"b'\\u0924\\u093e\\u0924\\u094d\\u092f\\u093e : \\u0907\\u0924\\u0915\\u0940 \\u0917\\u0930\\u094d\\u092e\\u0940 \\u0939\\u094b\\u0924\\u0947 \\u0906\\u0939\\u0947 \\u0907\\u0925\\u0947 \\u0907\\u0902\\u0921\\u093f\\u092f\\u093e \\u092e\\u0927\\u094d\\u092f\\u0947\\nIvanka: \\u092c\\u093e\\u092c\\u093e, \\u0915\\u092a\\u0921\\u0947 \\u0928\\u0915\\u093e \\u0915\\u093e\\u0922\\u0942 \\u0907\\u0915\\u0921\\u0947...\\n#TrumpInIndia #IvankaTrump\\u2026 https://t.co/SquK5BcgDQ'",b'1231893457020620800',b'\\u2018\\u092b\\u0921\\u0923 \\u0926\\u094b\\u0928 \\u0936\\u0942\\u0928\\u094d\\u092f\\u2019 \\U0001f479 #\\u092e\\u0930\\u093e\\u0920\\u0940',b'MarathiMemes',b'',b'ADULT CONTENT\\n#\\u092e\\u0930\\u093e\\u0920\\u0940 #puns #\\u092e\\u093f\\u092e \\u0938\\u093e\\u0920\\u0940 \\u0905\\u0928\\u0941\\u0938\\u0930\\u0923 \\u0915\\u0930\\u093e.\\n\\u0915\\u093e\\u0939\\u0940 \\u092b\\u094b\\u091f\\u094b/\\u0935\\u094d\\u0939\\u093f\\u0921\\u093f\\u0913\\u0936\\u0940 (\\u0938\\u093e\\u092d\\u093e\\u0930:\\u0928\\u0947\\u091f)\\u0925\\u0947\\u091f \\u0938\\u0902\\u092c\\u0902\\u0927\\u093f\\u0924 \\u0928\\u093e\\u0939\\u0940 #MarathiMemes',b'2431',b'74',b'2',b'10229',b'1864',b'False',b'False',b'False',b'False',b'2018-02-03 05:47:22'
b'@IshitaYadav Mere liye #IvankaTrump dila do.. \\U0001f974',b'1231893370429214721',b'Nobuddy',b'i_m_hunter_',b'',"b'Proud Hindu.. \\U0001f6a9 Highly Alergic To Brainless Folks \\U0001f449 Left, Liberals, Feminazi, Madraschhaps & Jholachhaps..\\u0936\\u093e\\u092f\\u0930 \\u092d\\u0940 \\U0001f621'",b'309',b'109',b'0',b'444',b'407',b'False',b'False',b'True',b'False',b'2019-12-23 12:19:07'
"b'As #IvankaTrump visits India again, read how the the White House adviser is consistently dressed her part. |\\u2026 https://t.co/OuuDD5sIbh'",b'1231893340515426304',b'DailyO',b'DailyO_',"b'New Delhi, Delhi'","b'Online opinion, analysis and blog platform from the India Today Group.'",b'67460',b'39',b'698',b'50734',b'45',b'True',b'False',b'False',b'False',b'2014-07-31 07:19:34'
b'#IvankaTrump welcome Ivanka Trump \\U0001f60e',b'1231892708689510401',b'Ranbir panwar',b'Ranbirpanwar',"b'Hauz Khas, New Delhi'",b'',b'7',b'78',b'1',b'418',b'204',b'False',b'True',b'True',b'False',b'2011-12-28 19:26:54'
b'Trump : itna lamba safar tha bethe bethe gas bn gyi \\nIvanka: Papa please hum ynha first time aaye hai\\n#TrumpInIndia\\u2026 https://t.co/g4F3j2xIsb',b'1231892111517245441',b'Yennefer\\u2764',b'Ladki_Nakhreli',"b'Indore, India'",b'Hey Stalker \\U0001f609\\n#Newbie \\U0001f426\\n#single\\n#socialvegan\\n#Netflix\\n#memer\\ninstagram : https://t.co/B28xH9yGqE',b'1795',b'642',b'3',b'6780',b'12393',b'False',b'False',b'True',b'False',b'2018-12-15 20:04:03'
b'#IvankaTrump is Indians Crush Now \\U0001f60d\\n\\n#NamasteyTrump Sir',b'1231891495780786177',b'\\u4e02 \\u210d \\u03b9 \\u24e5 \\U0001d538 \\U0001d4dc \\U0001f3b0\\U0001f31f',b'eternal_shivam',b'India',"b'Fan of Sachin Sir, MSD, #RoSuperHitManSharma \\U0001f4aa in Cricket.. \\nFan of #AsimRiaz \\u2665\\ufe0f Gautam Gulati..\\nLittle flirty \\U0001f60d, Moody... Love IPL\\n#OneFamily FB By @JohnCena'",b'2399',b'1087',b'4',b'47383',b'31510',b'False',b'False',b'False',b'False',b'2017-02-24 10:20:13'
b'Crush Updated....\\n#IvankaTrump \\n#TrumpInIndia \\n#NamasteyTrump https://t.co/GrRrevHXU4',b'1231891431175938048',b'Born Sinner',b'MawaliShayar',"b'Wahi jaha koi, aata jata nahi.'","b'Memer, Rapper and a Dreamer.....\\U0001f64f\\U0001f60a \\nMy First Track Link, Check it out.\\U0001f447'",b'216',b'227',b'1',b'1858',b'19825',b'False',b'False',b'True',b'False',b'2017-06-18 10:10:24'
b'Delhi Voters enjoying their vote to Kejriwal. Radical Islamic terrorists cause riots.\\n#IvankaTrump \\n#TrumpInIndia https://t.co/qHHqJprntV',b'1231891425987481600',b'rocktheirboats',b'rockyy43',b'',b'..\\n..',b'74',b'292',b'0',b'819',b'624',b'False',b'False',b'True',b'False',b'2011-04-29 15:00:24'
b'Now everyone is drooling over Ivanka on Twitter. Wondering if it would affect Bollywood actresses #IvankaTrump',b'1231891375345434624',b'Jayant Kumar',b'c0efce9688f34f2',"b'Gaya, India'",b'Generation Z',b'34',b'267',b'0',b'582',b'18816',b'False',b'False',b'True',b'False',b'2015-01-07 15:04:27'
b'So One Jhumka was enough for Indians to trend #IvankaTrump and declare her as National Crush. \\U0001f602 WTH is wrong with o\\u2026 https://t.co/xzJn5grB6K',b'1231891327870070785',b'Rohit',b'RohitHolmes9',b'221B Baker Street.',b'Dreamer \\U0001f4ad\\nIntrovert \\U0001f610\\nWallflower \\U0001f644\\nAnti Social \\U0001f613\\nHopeless Romantic \\U0001f636',b'95',b'213',b'2',b'11801',b'22223',b'False',b'False',b'False',b'False',b'2010-07-07 16:58:49'
"b'\\u091c\\u093f\\u0928\\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u094b \\u0928\\u0939\\u0940 \\u0938\\u092e\\u091d \\u0906 \\u0930\\u0939\\u093e \\u0939\\u0948 \\u0915\\u093f \\u0921\\u094b\\u0928\\u093e\\u0932\\u094d\\u0921 \\u091f\\u094d\\u0930\\u0902\\u092a \\u0907\\u0902\\u0917\\u094d\\u0932\\u093f\\u0936 \\u092e\\u0947\\u0902 \\u0915\\u094d\\u092f\\u093e \\u092c\\u094b\\u0932 \\u0930\\u0939\\u0947 \\u0939\\u0948, \\u0935\\u094b \\u092c\\u0938 \\u0907\\u0924\\u0928\\u093e \\u0938\\u092e\\u091d \\u0932\\u0947 \\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\u0915\\u0939 \\u0930\\u0939\\u0947 \\u0939\\u0948 \\u0915\\u093f\\u2026 https://t.co/70e9xwx6iR'",b'1231891180658593792',b'RISHABH SRIVASTAVA\\U0001f1ee\\U0001f1f3',b'sri_rish11',"b'Lucknow, India'",b'\\U0001f449Political talk\\U0001f448\\n\\n\\u270c\\n\\n\\u2764\\u0926\\u093f\\u0932 \\u092e\\u0947 \\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928\\u2764\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\U0001f64f\\u092e\\u0941\\u091d\\u0947 \\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\u0939\\u094b\\u0928\\u0947 \\u0915\\u093e \\u0905\\u092d\\u093f\\u092e\\u093e\\u0928 \\u0939\\u0948\\u0964\\U0001f1ee\\U0001f1f3',b'855',b'1539',b'0',b'1618',b'589',b'False',b'False',b'True',b'False',b'2018-11-02 05:14:56'
b'#DonaldTrumpIndiaVisit #IndiaWelcomesTrump #NamasteyTrump #NamasteTrump #NamsteTrump #WelcomeTrump #IvankaTrump\\u2026 https://t.co/UUg6seuNnw',b'1231891084160225280',b'UMaNG PaTel\\U0001f1ee\\U0001f1f3 \\U0001f441\\U0001f549\\U0001f441\\u0627\\u0645\\u0646\\u06af',b'Umangpatel023',"b'Gujarat, India'",b'chemist \\U0001f48a\\nmedical leb technician\\U0001f52c\\U0001f489\\U0001f52c \\nfootballer\\u26bd\\ufe0f\\n(patidar boy)\\njay hind\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f3cf\\U0001f3cf\\n@amitshah is my hero..#motabhai\\U0001f1ee\\U0001f1f3\\U0001f64f',b'748',b'1490',b'1',b'10067',b'24654',b'False',b'False',b'True',b'False',b'2017-12-19 06:57:36'
b'Wow Amazing Trump And Modi Ji\\n\\nBHARAT MATA KI JAY\\n#TrumpInIndia \\n#TrumpModiMeet \\n#IndiaWelcomesTrump \\n#IsupportCAA\\u2026 https://t.co/WS7j8H70HJ',b'1231890660594200577',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
b'Feb- 24\\n#IvankaTrump  https://t.co/04k25wrrOa https://t.co/eTRRaJJgq1',b'1231890300693434368',b'MyStarHub',b'MyStarHubIndia',b'India',b'MyStarHub is a platform for fans to request & experience originally created videos from celebrities across platforms and share those videos to Friends & Family.',b'2',b'197',b'0',b'32',b'0',b'False',b'False',b'True',b'False',b'2019-12-10 12:32:06'
b'Kya Haal Hai \\u2764\\ufe0f\\u2764\\ufe0f\\U0001f60d\\U0001f60d\\U0001f60d\\n\\n#NamasteyTrump Ji\\n#TrumpInIndia\\n#IvankaTrump https://t.co/VEz5ulqTHh',b'1231889868252422144',b'\\u4e02 \\u210d \\u03b9 \\u24e5 \\U0001d538 \\U0001d4dc \\U0001f3b0\\U0001f31f',b'eternal_shivam',b'India',"b'Fan of Sachin Sir, MSD, #RoSuperHitManSharma \\U0001f4aa in Cricket.. \\nFan of #AsimRiaz \\u2665\\ufe0f Gautam Gulati..\\nLittle flirty \\U0001f60d, Moody... Love IPL\\n#OneFamily FB By @JohnCena'",b'2399',b'1087',b'4',b'47383',b'31510',b'False',b'False',b'False',b'False',b'2017-02-24 10:20:13'
"b""\\u091f\\u094d\\u0930\\u0902\\u092a \\u0915\\u0940 \\u092c\\u0947\\u091f\\u0940 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e \\u0928\\u0947 \\u092c\\u0924\\u093e\\u092f\\u093e \\u0915\\u0948\\u0938\\u093e \\u0932\\u0917\\u093e '\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947 \\u091f\\u094d\\u0930\\u0902\\u092a' \\u0915\\u093e\\u0930\\u094d\\u092f\\u0915\\u094d\\u0930\\u092e......\\n#IvankaTrump #Ivanka #NamasteTrump\\u2026 https://t.co/HctrdtjnRF""",b'1231889865412755456',b'Oneindia Hindi',b'oneindiaHindi',b'Bangalore',"b'\\u0926\\u0947\\u0936-\\u0926\\u0941\\u0928\\u093f\\u092f\\u093e, \\u0905\\u092a\\u0928\\u0947 \\u0930\\u093e\\u091c\\u094d\\u092f \\u0914\\u0930 \\u0936\\u0939\\u0930 \\u0915\\u0940 \\u0938\\u091a\\u094d\\u091a\\u0940 \\u0914\\u0930 \\u0905\\u091a\\u094d\\u091b\\u0940 \\u0916\\u092c\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u092a\\u0932-\\u092a\\u0932 \\u0930\\u0939\\u0947\\u0902 \\u0905\\u092a\\u0921\\u0947\\u091f - https://t.co/DEEEMe6myH'",b'50584',b'66',b'456',b'217974',b'183',b'True',b'False',b'False',b'False',b'2008-12-17 10:23:54'
"b'#IvankaTrump \\n\\n#Fashion \\U0001f44d\\n\\nLoved her outfit.  Florals, bright red .. Very spring, very Indian. \\n\\n#NamasteTrump\\u2026 https://t.co/1ElLESQMO7'",b'1231889807812460544',b'Lakshmi',b'Phantom_Delight',b'India ',"b'Aspirations & Addictions aplenty: Sports (Cricket,  Tennis, Soccer, F1), Gemstones & Jewelry (all),  Numismatics, Fashion, Gadgets, Tech ecosystems, Writing.'",b'3506',b'2939',b'113',b'169860',b'8354',b'False',b'False',b'False',b'False',b'2012-05-22 08:37:10'
b'do whatever you want to do.. but no need to go for long drive with #SalmanKhan \\n#IvankaTrump #TrumpInIndia https://t.co/E48fSVqi7y',b'1231889791999975424',b'Yennefer\\u2764',b'Ladki_Nakhreli',"b'Indore, India'",b'Hey Stalker \\U0001f609\\n#Newbie \\U0001f426\\n#single\\n#socialvegan\\n#Netflix\\n#memer\\ninstagram : https://t.co/B28xH9yGqE',b'1795',b'642',b'3',b'6780',b'12393',b'False',b'False',b'True',b'False',b'2018-12-15 20:04:03'
"b'\\u0936\\u0930\\u094d\\u092e, \\u0926\\u0939\\u0936\\u0924, \\u091d\\u093f\\u091d\\u0915, \\u092a\\u0930\\u0947\\u0936\\u093e\\u0928\\u0940\\xa0\\n\\u0928\\u093e\\u091c\\u093c \\u0938\\u0947 \\u0915\\u093e\\u092e \\u0915\\u094d\\u092f\\u094b\\u0902 \\u0928\\u0939\\u0940\\u0902 \\u0932\\u0947\\u0924\\u0940\\u0902\\xa0\\n\\u0906\\u092a, \\u0935\\u094b, \\u091c\\u0940, \\u092e\\u0917\\u0930 \\u092f\\u0947 \\u0938\\u092c \\u0915\\u094d\\u092f\\u093e \\u0939\\u0948\\n\\u0924\\u0941\\u092e \\u092e\\u0947\\u0930\\u093e \\u0928\\u093e\\u092e \\u0915\\u094d\\u092f\\u094b\\u0902 \\u0928\\u0939\\u0940\\u0902 \\u0932\\u0947\\u2026 https://t.co/KQggMFl6wO'",b'1231889773129633792',b'its Harsh\\U0001f5a4',b'ohharsh_2',b'\\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0938\\u094d\\u0925\\u093e\\u0928 \\u0915\\u0947 \\u0926\\u093f\\u0932 \\u092e\\u0947\\u0902',b'\\U0001f6a9\\U0001f6a9\\u0915\\u091f\\u094d\\u091f\\u0930 \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942\\U0001f6a9\\U0001f6a9\\n\\U0001f6a9\\u0905\\u092f\\u094b\\u0927\\u094d\\u092f\\u093e \\u0924\\u094b \\u0938\\u093f\\u0930\\u094d\\u092b \\u091d\\u093e\\u0915\\u0940 \\u0939\\u0948 \\u0915\\u093e\\u0936\\u0940 \\u092e\\u0925\\u0941\\u0930\\u093e \\u092c\\u093e\\u0915\\u0940 \\u0939\\u0948\\u0964\\U0001f6a9',b'207',b'175',b'0',b'1745',b'27048',b'False',b'False',b'True',b'False',b'2019-07-14 11:58:45'
b'#TrumpInIndia with new crush for boys here #IvankaTrump #MelaniaTrump https://t.co/u2dg3HUJGW',b'1231889720210329600',b'Born Sinner',b'MawaliShayar',"b'Wahi jaha koi, aata jata nahi.'","b'Memer, Rapper and a Dreamer.....\\U0001f64f\\U0001f60a \\nMy First Track Link, Check it out.\\U0001f447'",b'216',b'227',b'1',b'1858',b'19825',b'False',b'False',b'True',b'False',b'2017-06-18 10:10:24'
"b""President Trump and Prime Minister Modi attend 'Namaste Trump' event https://t.co/6y0GOVl97R #TrumpInIndia\\u2026 https://t.co/Lnp1eBtYMq""",b'1231889214612164609',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
b'#DonaldTrump\\u2019s daughter #IvankaTrump chic outfit for India visit costs Rs 1.7 lakh but it\\u2019s \\u2018repeated\\u2019!\\u2026 https://t.co/cpUf0NEMX1',b'1231889104595386368',b'Catch News',b'CatchNews',"b'908, 9th Floor, Tower A1, Ansal Corporate Park, Sector 142, Noida'",b'A digital platform focussed on the ideas and events shaping our world.',b'56668',b'33',b'340',b'98533',b'366',b'True',b'False',b'True',b'False',b'2015-03-12 06:40:17'
b'National Crush \\n#IvankaTrump https://t.co/LlRhRTrnY0',b'1231889086480125952',b'Mahajan Kapil\\U0001f1ee\\U0001f1f3',b'kapilkantsahu',"b'Kharagpur, India'","b'\\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928\\u0940, Nationalist, RSS Swayamsevak, Currently working as Research Scholar at IIT Kharagpur, Religion- \\u0938\\u0928\\u093e\\u0924\\u0928\\u0940, culture- \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942, ideology- \\u092d\\u093e\\u0930\\u0924\\u0940\\u092f.'",b'185',b'377',b'0',b'2418',b'3391',b'False',b'False',b'False',b'False',b'2011-04-04 11:26:50'
b'From Macho Man to Rotten Peaches: the music at Namaste Trump event \\U0001f3b6 https://t.co/rGsDYZTuHe #TrumpInIndia\\u2026 https://t.co/sdhbdfOxU5',b'1231889017798565888',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
b'\\u0b87\\u0ba8\\u0bcd\\u0ba4\\u0bbf\\u0baf\\u0bbe \\u0bb5\\u0ba8\\u0bcd\\u0ba4 \\u0b87\\u0bb5\\u0bbe\\u0ba9\\u0bcd\\u0b95\\u0bbe \\u0b9f\\u0bbf\\u0bb0\\u0bae\\u0bcd\\u0baa\\u0bcd \\u0b86\\u0b9f\\u0bc8\\u0baf\\u0bbf\\u0bb2\\u0bcd \\u0b87\\u0ba4\\u0bcd\\u0ba4\\u0ba9\\u0bc8 \\u0b85\\u0bb0\\u0b9a\\u0bbf\\u0baf\\u0bb2\\u0bbe?\\n\\n#DonaldTrump\\n#NamasteTrump\\n#NamasteTrumpOnZee\\n#IvankaTrump\\u2026 https://t.co/6insbsyY8j',b'1231889002698952704',b'ZEE Hindustan Tamil',b'ZHindustanTamil',"b'Noida, UP'","b'Zee Media Corporation Ltd (ZMCL), India\\u2019s largest news network, touches the lives of over 150 million Indians through a clutch of national & regional news'",b'32134',b'106',b'60',b'40060',b'13',b'False',b'False',b'False',b'False',b'2016-05-04 11:36:46'
"b'\\u0a38\\u0a3e\\u0a32 \\u0a2a\\u0a41\\u0a30\\u0a3e\\u0a23\\u0a40 \\u0a21\\u0a30\\u0a48\\u0a71\\u0a38 \\u0a2a\\u0a39\\u0a3f\\u0a28 \\u0a15\\u0a47 \\u0a2d\\u0a3e\\u0a30\\u0a24 \\u0a06\\u0a08 \\u0a07\\u0a35\\u0a3e\\u0a02\\u0a15\\u0a3e, \\u0a1c\\u0a3e\\u0a23\\u0a4b \\u0a15\\u0a3f\\u0a70\\u0a28\\u0a40 \\u0a39\\u0a48 \\u0a15\\u0a40\\u0a2e\\u0a24\\n\\n#IvankaTrump #DonaldTrumpIndiaVisit #Dress \\n\\nhttps://t.co/8yptZMCvTN'",b'1231888887514976256',b'HT Punjabi',b'PunjabiHT',"b'Mohali, India'","b""Official Account- \\u0a17\\u0a71\\u0a32 \\u0a26\\u0a41\\u0a28\\u0a40\\u0a06 \\u0a2d\\u0a30 '\\u0a1a \\u0a35\\u0a38\\u0a26\\u0a47 \\u0a2a\\u0a70\\u0a1c\\u0a3e\\u0a2c\\u0a40\\u0a06\\u0a02 \\u0a26\\u0a40- \\u0a39\\u0a3f\\u0a70\\u0a26\\u0a41\\u0a38\\u0a24\\u0a3e\\u0a28 \\u0a1f\\u0a3e\\u0a08\\u0a2e\\u0a1c\\u0a3c \\u0a2a\\u0a70\\u0a70\\u0a1c\\u0a3e\\u0a2c\\u0a40""",b'1874',b'581',b'10',b'23662',b'39',b'True',b'False',b'True',b'False',b'2018-05-30 11:58:40'
"b""\\u26a1\\ufe0f \\u201cTrump In India: Day 1 of \\nWow Amazing\\nTrump's 2-day visit to the nation\\u201d by @EconomicTimes\\u2026 https://t.co/CqRBV02iBa""",b'1231888820452417537',b'akash kumar',b'imkuak',"b'BANDA, UP, INDIA'",b'',b'204',b'10',b'1',b'504',b'1376',b'False',b'False',b'True',b'False',b'2016-11-23 21:56:03'
